stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,226,9338_round38_targeted_repair_9338_no_dragon_tokens_226,round38_targeted_repair_9338_no_dragon_tokens,"small quilled fantasy hamster creature, pointed orange muzzle, blue green belly patch, rainbow scale quills, little paws tucked near chest, painted multicolor aura rising behind, vertical storybook illustration",,openai/clip-vit-large-patch14,0.8300888538360596,0.5367702841758728,0.014345570467412472,0.11977299556833532,0.6473931215516914,0.8474900987413195,0.050873088778656726,0.9491269112213433,0.9770247190574987,0.9089699071725637,0.9006298238628919,0.6304408767040243,9.0,0.5553897799328609,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8329350524340173,0.896927658225661,1.0,0.9137453728003299,0.9081491579894319,0.807183910863098,0.8467328330059325,0.889388350976306,True,0,0.919388350976306,0.9771495095600976,0.46583436724046556,0.8681441982169089
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,380,9338_round38_targeted_repair_9338_no_dragon_tokens_380,round38_targeted_repair_9338_no_dragon_tokens,"small quilled fantasy hamster creature, orange snout and dark glossy eyes, turquoise chest oval, colorful scale spines around the back, tiny paws near belly, painted multicolor aura rising behind, soft painterly fantasy portrait",,openai/clip-vit-large-patch14,0.8906688690185547,0.5225714445114136,0.015233125537633896,0.12342254874063287,0.658675601709177,0.7743592438874423,0.05372766321027397,0.946272336789726,0.9671155420294126,0.8730800860316356,0.8838753644115821,0.6645904555641236,8.0,0.712925668253387,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,1.0,0.9537002634661468,0.9602221734817736,0.9323464507880257,0.7698942491992304,0.7403880174219918,0.7570294682519476,0.9031668545195902,True,0,0.9331668545195902,0.8963180771817786,0.5780381952025583,0.8642479576510662
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,328,9338_round38_targeted_repair_9338_no_dragon_tokens_328,round38_targeted_repair_9338_no_dragon_tokens,"compact rainbow quilled hamster, pointed orange muzzle, blue green belly patch, rainbow back bristles, small clawed paws close to torso, painted multicolor aura rising behind, soft painterly fantasy portrait",,openai/clip-vit-large-patch14,0.8492259383201599,0.5459815263748169,0.018316715955734253,0.13533926243235647,0.560096346538503,0.8518411141854747,0.047964854808395706,0.9520351451916043,0.9759315845668439,0.9117271191138938,0.8922919648876664,0.6365307055714345,7.0,0.4597544338335607,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.885710476908091,0.8600974503007042,0.830337514314488,0.7698218650760746,0.9163748138302994,0.8752354159238007,0.8368371734912792,0.8618250860117153,False,1,0.8618250860117153,0.9369237364819207,0.4858434605694572,0.8303917269268581
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,546,9338_round38_targeted_repair_9338_no_dragon_tokens_546,round38_targeted_repair_9338_no_dragon_tokens,"small orange teal scale-quilled hamster, orange snout and dark glossy eyes, turquoise chest oval, painted rainbow bristles behind shoulders, tiny forepaws near the belly, soft rainbow flame shapes behind, storybook creature painting",,openai/clip-vit-large-patch14,0.846319317817688,0.5223775506019592,0.016487985849380493,0.12840555225293215,0.6141406740332994,0.7944635461877895,0.0476085075841494,0.9523914924158506,0.9885021605896283,0.8885460502479786,0.8727980428203855,0.6109586299742699,11.0,0.1940928270042194,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8776947245122415,0.9544755283920223,0.905910579734759,0.8589230854186864,0.8079017152185857,0.8835737976297244,0.9506329975989166,0.8937112370638491,True,0,0.9237112370638492,0.8428758414752904,0.40182237255860637,0.8283305650265684
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,390,9338_round38_targeted_repair_9338_no_dragon_tokens_390,round38_targeted_repair_9338_no_dragon_tokens,"compact rainbow quilled hamster, small orange muzzle and whiskers, teal oval belly, painted rainbow bristles behind shoulders, small clawed paws close to torso, painted multicolor aura rising behind, storybook creature painting",,openai/clip-vit-large-patch14,0.8557302951812744,0.5253716707229614,0.018561288714408875,0.1362398205900495,0.5098107758633602,0.8344376175491899,0.04869757365719628,0.9513024263428037,0.9824608350141691,0.9049449441199506,0.8844874432735271,0.6353503515657072,7.0,0.4740304709141274,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9036479111374988,0.9425038459384387,0.8205219986951512,0.6869175914830451,0.883473258872576,0.8580900895996093,0.8959435687838923,0.875166066004757,False,1,0.875166066004757,0.8992710349470403,0.48196522129934594,0.8278960462067182
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,473,9338_round38_targeted_repair_9338_no_dragon_tokens_473,round38_targeted_repair_9338_no_dragon_tokens,"round fantasy hamster with colored quills, pointed orange muzzle, teal oval belly, painted rainbow bristles behind shoulders, tiny forepaws near the belly, painted multicolor aura rising behind, vertical storybook illustration",,openai/clip-vit-large-patch14,0.814814031124115,0.5127385854721069,0.019037095829844475,0.137974982623099,0.5841953301384623,0.8625957347728588,0.06197211735704799,0.938027882642952,0.9848035531519463,0.913438550203209,0.8951123133163751,0.6265786193214625,11.0,0.16209386281588448,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.790810806545943,0.9930159426213392,0.8016098275133281,0.8095531180550242,0.9367065751826443,0.5474711067369904,0.9171511523231879,0.8583581256019769,False,1,0.8583581256019769,0.9505304305063372,0.4531443113931115,0.8270693963630934
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,488,9338_round38_targeted_repair_9338_no_dragon_tokens_488,round38_targeted_repair_9338_no_dragon_tokens,"small orange teal scale-quilled hamster, round orange head with black eye, blue green belly patch, orange blue yellow shoulder quills, little paws tucked near chest, soft rainbow flame shapes behind, soft painterly fantasy portrait",,openai/clip-vit-large-patch14,0.842848539352417,0.5190590023994446,0.015307839028537273,0.12372485210553809,0.6458526732526091,0.7691571270978009,0.04576696680823279,0.9542330331917672,0.9825854751022018,0.8766193638315692,0.8653756791988956,0.6057629754392269,11.0,0.36132140399174123,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8681231616698276,0.9677444032807553,0.9569272575736145,0.9112056830736671,0.7600595743044147,0.9266651110224128,0.8970718799693799,0.90040789034797,True,0,0.93040789034797,0.8070668507465052,0.38475123004207057,0.8188645106309385
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,532,9338_round38_targeted_repair_9338_no_dragon_tokens_532,round38_targeted_repair_9338_no_dragon_tokens,"compact rainbow quilled hamster, small orange muzzle and whiskers, turquoise chest oval, painted rainbow bristles behind shoulders, little paws tucked near chest, vertical orange teal flame aura, storybook creature painting",,openai/clip-vit-large-patch14,0.8384750485420227,0.5451378226280212,0.0185832642018795,0.13632044674911942,0.5600030106747683,0.8432594581886574,0.049265192841782816,0.9507348071582172,0.9793564859643673,0.9080952358831452,0.8855070820262828,0.6198549574183979,11.0,0.5249389605859783,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8560621377377974,0.8634709132658959,0.8196432244406319,0.769667985108537,0.9001510725725291,0.8448080290063303,0.8678412799309654,0.8517572269244625,False,1,0.8517572269244625,0.9041902542828357,0.4310526596472034,0.8091782949347202
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,136,9338_round38_targeted_repair_9338_no_dragon_tokens_136,round38_targeted_repair_9338_no_dragon_tokens,"small quilled fantasy hamster creature, orange snout and dark glossy eyes, teal oval belly, rainbow scale quills, small clawed paws close to torso, painted multicolor aura rising behind, vertical storybook illustration",,openai/clip-vit-large-patch14,0.8486711382865906,0.5373116135597229,0.016904104501008987,0.13001578558393972,0.6243362704100316,0.7855897126374422,0.05487488675838986,0.9451251132416101,0.9841619904639782,0.881141558414208,0.8853443014094626,0.6197410109866238,12.0,0.1601813373630525,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.884180473354301,0.8947632081620883,0.8883600525686177,0.8757322515494893,0.7911256081899715,0.7135434478692325,0.9113433711473917,0.857912400595424,False,1,0.857912400595424,0.9034049236394187,0.43067827067215775,0.8039547341812737
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,351,9338_round38_targeted_repair_9338_no_dragon_tokens_351,round38_targeted_repair_9338_no_dragon_tokens,"small orange teal scale-quilled hamster, pointed orange muzzle, glowing teal oval chest, painted rainbow bristles behind shoulders, tiny paws near belly, painted multicolor aura rising behind, vertical storybook illustration",,openai/clip-vit-large-patch14,0.8583017587661743,0.5109918713569641,0.01889205351471901,0.13744836672263155,0.6300451034874511,0.7498717131438081,0.054754784183821244,0.9452452158161787,0.9800434687950078,0.8642867902093777,0.8651394593315519,0.6055976215320863,11.0,0.17079986028641286,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9107393822717496,1.0,0.8073496085061193,0.8851442290411017,0.7236002282114681,0.716353799802618,0.8740602294221295,0.8714951423463714,True,0,0.9014951423463714,0.8059272144431618,0.3842079336978999,0.7978635077834698
