stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,1,9338_round38_targeted_repair_9338_no_dragon_tokens_001,round38_targeted_repair_9338_no_dragon_tokens,"small quilled fantasy hamster creature, orange snout, teal oval belly, rainbow scale quills, vertical flame aura",,openai/clip-vit-large-patch14,0.8377198576927185,0.614250898361206,0.030055461451411247,0.1733651102483174,0.5039302740579443,0.5784748218677662,0.0770293445283781,0.9229706554716219,0.968128327274454,0.7769790647104532,0.7970794266784997,0.5579555986749498,10.0,0.20569395017793593,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8539795050533842,0.5871293629505349,0.41587976942854843,0.6772225890400979,0.39957199665802706,0.1951380477300594,0.7661977618444322,0.5726237857254735,False,1,0.5726237857254735,0.47757344432906335,0.22767255273968542,0.4917270582868766
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,2,9338_round38_targeted_repair_9338_no_dragon_tokens_002,round38_targeted_repair_9338_no_dragon_tokens,"compact rainbow quilled hamster, warm orange face and dark glossy eyes, turquoise chest oval, tiny paws near belly, dark teal orange glowing background",,openai/clip-vit-large-patch14,0.7826074361801147,0.7024306058883667,0.02749965898692608,0.1658302113214781,0.487090316083888,0.5318987811053241,0.05176196891362063,0.9482380310863794,0.9689008003773133,0.7650179224530913,0.813605116313581,0.6288363759102642,6.0,0.4777093149691917,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7019928509975761,0.23455183943698554,0.49800541281395383,0.6494590683236788,0.3115193370756027,0.7863844732588992,0.7731906166811187,0.4900568689713668,False,1,0.4900568689713668,0.5573011829723253,0.46056252679506415,0.488579062128783
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,3,9338_round38_targeted_repair_9338_no_dragon_tokens_003,round38_targeted_repair_9338_no_dragon_tokens,"upright spiny hamster creature, round orange head and blue green belly patch, painted rainbow bristles behind shoulders, little paws tucked close, storybook creature painting",,openai/clip-vit-large-patch14,0.8001344203948975,0.6068179607391357,0.019065506756305695,0.13807790104251186,0.5355655458308352,0.8540994149667246,0.05747249182394528,0.9425275081760547,0.9703438443132597,0.908298133459297,0.8871172502871509,0.6209820752010056,9.0,0.46175942549371635,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7503280105384172,0.6168492022731253,0.8004880816886586,0.7293786885142963,0.9206441631925678,0.6527605342274915,0.7862538505072307,0.7371440241148738,False,1,0.7371440241148738,0.9119584671144292,0.4347559829089872,0.7448393629974173
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,4,9338_round38_targeted_repair_9338_no_dragon_tokens_004,round38_targeted_repair_9338_no_dragon_tokens,"storybook quilled hamster, orange animal face, clear teal belly gem, rainbow back bristles, tiny forepaws, vertical orange teal flame aura",,openai/clip-vit-large-patch14,0.7974890470504761,0.5753438472747803,0.02444491535425186,0.15634869796148562,0.5354935382928236,0.7184821234809027,0.04850111416100443,0.9514988858389956,0.9831274301921111,0.8529670516484769,0.8675028112744992,0.6072519678921494,12.0,0.35092529129540784,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7430327142637819,0.7426952193585058,0.6013479251047369,0.7292599719013214,0.6642577678439787,0.8626871627842414,0.9019779579385814,0.7306709378783861,False,1,0.7306709378783861,0.8173291413938748,0.3896435496138292,0.6982217835169736
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,5,9338_round38_targeted_repair_9338_no_dragon_tokens_005,round38_targeted_repair_9338_no_dragon_tokens,"small orange teal scale-quilled hamster, pointed muzzle, turquoise oval chest, colorful shoulder spines, soft fantasy portrait",,openai/clip-vit-large-patch14,0.71431964635849,0.6219561696052551,0.015328736044466496,0.12380927285331457,0.4255797366784455,0.8444123444733797,0.07167180405175186,0.9283281959482481,0.9795322814312817,0.900806879881164,0.8881789389049478,0.6217252572334634,12.0,0.4119893088965254,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5136717356664079,0.5563206255503773,0.9560071246967786,0.5480484681171399,0.9023306202950085,0.32050233980086895,0.8694326779699773,0.6447195677904931,False,1,0.6447195677904931,0.9170805548765366,0.4371978247031725,0.6902136743967675
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,6,9338_round38_targeted_repair_9338_no_dragon_tokens_006,round38_targeted_repair_9338_no_dragon_tokens,"compact spiny fantasy pet, orange snout and glossy eye, teal oval belly, rainbow scale quills around the back, painterly glow",,openai/clip-vit-large-patch14,0.7534330487251282,0.6546151638031006,0.026849305257201195,0.16385757613611032,0.4821875383527113,0.6237996419270834,0.05261426510444303,0.947385734895557,0.9425696869010016,0.8008087834608328,0.8186525536301827,0.5730567875411279,13.0,0.1565620542082739,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6215369862085992,0.4257369842837856,0.5195058914980089,0.6413760094872359,0.48525920591811345,0.7664410852316412,0.5348267778023238,0.5433545702775265,False,1,0.5433545702775265,0.5816524065570886,0.2772898907603156,0.5101023102589227
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,7,9338_round38_targeted_repair_9338_no_dragon_tokens_007,round38_targeted_repair_9338_no_dragon_tokens,"round fantasy hamster with colored quills, orange muzzle, blue green belly patch, small paws, warm brushwork",,openai/clip-vit-large-patch14,0.8218830227851868,0.6007745862007141,0.021795604377985,0.14763334439748022,0.5210506710556154,0.765562269422743,0.04819913817894469,0.9518008618210553,0.9785188168465941,0.8733370862469225,0.8896438402433752,0.6227506881703626,13.0,0.3521524347212421,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.810305366222821,0.6410130160141183,0.6963397791063499,0.7054484609484747,0.7532634453521146,0.869753279293947,0.8602582346183448,0.7374631954398376,False,1,0.7374631954398376,0.9241479314052818,0.44056703979370704,0.7371416926965522
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,8,9338_round38_targeted_repair_9338_no_dragon_tokens_008,round38_targeted_repair_9338_no_dragon_tokens,"orange snout, teal oval belly, rainbow scale quills, vertical flame aura",,openai/clip-vit-large-patch14,0.7037887573242188,0.6209880113601685,0.034166209399700165,0.18484103819146916,0.40102824686547894,0.5304186785662616,0.06392944972849364,0.9360705502715063,0.9507606073483109,0.7564652194195072,0.761888232185887,0.5333217625301209,10.0,0.21572083186464575,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.48463010503898485,0.5601917070723561,0.2907993967617275,0.5075711820638505,0.30872118242600777,0.5016703165863408,0.6089755312733047,0.4644272390504462,False,1,0.4644272390504462,0.30779448689934324,0.14673419844360167,0.3771527468060311
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,9,9338_round38_targeted_repair_9338_no_dragon_tokens_009,round38_targeted_repair_9338_no_dragon_tokens,"small quilled fantasy hamster creature, teal oval belly, rainbow scale quills, vertical flame aura",,openai/clip-vit-large-patch14,0.7564073801040649,0.6618497371673584,0.02885437197983265,0.16986574692925188,0.4997709827625223,0.6563172516999422,0.07582253960881527,0.9241774603911848,0.9572305701952843,0.8102509884409455,0.8298059654751833,0.5808641758326283,10.0,0.24218455743879472,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6297394687330591,0.3968102841168403,0.4540206213242348,0.670365293420716,0.5467342041552439,0.22337679740794067,0.6675452223346107,0.4995324227485911,False,1,0.4995324227485911,0.6354617376164814,0.3029422964980718,0.5020457769039128
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,10,9338_round38_targeted_repair_9338_no_dragon_tokens_010,round38_targeted_repair_9338_no_dragon_tokens,"small quilled fantasy hamster creature, orange snout, rainbow scale quills, vertical flame aura",,openai/clip-vit-large-patch14,0.7859273552894592,0.685373067855835,0.04071208834648132,0.20177236764849968,0.40549666804154433,0.4291568332248264,0.06524861602895804,0.934751383971042,0.9872501390997295,0.7177335871609825,0.7342696255285442,0.5139887378699809,11.0,0.1893103448275862,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.711148380428447,0.3027546571305665,0.1062585902386366,0.5149381306086451,0.11728424080156087,0.4708023557929719,0.9392990048697636,0.3993484647648543,False,1,0.3993484647648543,0.17454927281803415,0.08321249640914984,0.2915299078711056
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,11,9338_round38_targeted_repair_9338_no_dragon_tokens_011,round38_targeted_repair_9338_no_dragon_tokens,"small quilled fantasy hamster creature, orange snout, teal oval belly, vertical flame aura",,openai/clip-vit-large-patch14,0.8118147253990173,0.6193572282791138,0.030219050124287605,0.17383627390244996,0.5273279617352868,0.5647916440610533,0.06867440386120419,0.9313255961387958,0.9697065028933122,0.7740614990547149,0.7989352885847962,0.5592547020093573,11.0,0.19724770642201836,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7825394508490467,0.566712226092324,0.4107443829275266,0.7157976370032212,0.37370375672828554,0.3906402985489769,0.7804842825901038,0.5700308452027242,False,1,0.5700308452027242,0.48652699944782163,0.23194096166021697,0.49168226841776036
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,12,9338_round38_targeted_repair_9338_no_dragon_tokens_012,round38_targeted_repair_9338_no_dragon_tokens,"small quilled fantasy hamster creature, orange snout, teal oval belly, rainbow scale quills",,openai/clip-vit-large-patch14,0.6910184025764465,0.7147387266159058,0.027714360505342484,0.16647630613796813,0.45097939187715974,0.6533118353949652,0.06281047313062746,0.9371895268693725,0.9886045673220257,0.8197275737964198,0.8491689237476244,0.5944182466233371,9.0,0.46821599453178403,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4494125726579094,0.18533908009680677,0.4909633870339908,0.5899240983524298,0.5410524223963487,0.5278539188656532,0.9515600401215679,0.4413387155254126,False,1,0.4413387155254126,0.7288778013690296,0.3474763340455643,0.49622946321907757
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,13,9338_round38_targeted_repair_9338_no_dragon_tokens_013,round38_targeted_repair_9338_no_dragon_tokens,"teal oval belly, rainbow scale quills, vertical flame aura",,openai/clip-vit-large-patch14,0.6238616108894348,0.7072060108184814,0.035447362810373306,0.1882747003991065,0.3508597363943162,0.6509523744936342,0.06725422365479615,0.9327457763452038,0.9259551362833741,0.8045806174996315,0.8136766223090747,0.645729764192827,5.0,0.3938537619215825,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.2642104750999647,0.21545787222785595,0.25337464551975497,0.424859902028363,0.53659182840549,0.4238719441083647,0.38442265341819676,0.3292855470945406,False,1,0.3292855470945406,0.5576461616961205,0.516068418692555,0.4157712577812585
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,14,9338_round38_targeted_repair_9338_no_dragon_tokens_014,round38_targeted_repair_9338_no_dragon_tokens,"orange snout, rainbow scale quills, vertical flame aura",,openai/clip-vit-large-patch14,0.7081290483474731,0.6631928086280823,0.03928991034626961,0.19821682659721301,0.35982624141474523,0.4474566424334491,0.06911737959132122,0.9308826204086788,0.9474740894476626,0.7166592241276222,0.7276248214432318,0.5093373750102622,8.0,0.2272572402044293,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.49659957203295524,0.39144015052484693,0.1450117439644325,0.4396427030467549,0.15188028727293731,0.3802748446521824,0.5792241489761922,0.3577756255651316,False,1,0.3577756255651316,0.14249159685122642,0.06792971004627214,0.25852437774662135
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,15,9338_round38_targeted_repair_9338_no_dragon_tokens_015,round38_targeted_repair_9338_no_dragon_tokens,"orange snout, teal oval belly, vertical flame aura",,openai/clip-vit-large-patch14,0.6061270833015442,0.6633460521697998,0.03256385773420334,0.1804545863484864,0.346550002651046,0.5333037199797453,0.06917538658054061,0.9308246134194594,0.9385837529920893,0.7534920392861141,0.7917864904016411,0.5542505432811488,10.0,0.25451862781261525,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.21530296141491467,0.3908274219283434,0.3386089537686411,0.4177545765728084,0.31417539376093795,0.3789175044378873,0.4987438939964321,0.3442086356334184,False,1,0.3442086356334184,0.4520378177104316,0.21549900882281414,0.3449548119626766
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,16,9338_round38_targeted_repair_9338_no_dragon_tokens_016,round38_targeted_repair_9338_no_dragon_tokens,"orange snout, teal oval belly, rainbow scale quills",,openai/clip-vit-large-patch14,0.6425334811210632,0.7610920667648315,0.017649181187152863,0.13285022087732057,0.547355000973858,0.7946494773582176,0.08311785808425029,0.9168821419157497,0.9857436932831845,0.8756497531383471,0.8245343495725587,0.681802656902004,5.0,0.48876204067070994,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.3157029518154081,0.0,0.8574664965483717,0.7488156005661479,0.8082532207091225,0.05266927964039358,0.9256618220663241,0.42126197158991224,False,1,0.42126197158991224,0.6100289705614894,0.6345915976815846,0.5188211561137387
