stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,stage1_selection_score,stage1_combined_score,validation_count,validation_mean_selection,validation_mean_combined,validation_mean_clip,validation_mean_visual,validation_mean_region,validation_mean_heuristic,validation_worst_selection,validation_best_selection,robustness_score
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,261,7836_round41_final_extensive_261,round41_final_extensive,"small suited figure looking up, dark rocky planet surface below the figure, massive diagonal pink planet band crossing the sky, massive diagonal pink planet band crossing the sky, dark blue black starfield, moody realistic space illustration",,openai/clip-vit-large-patch14,0.8408379554748535,0.3844485282897949,0.006582444533705711,0.08113226567590548,0.7832874250114334,0.7841016981336805,0.0398017037937406,0.9601982962062594,0.9859859558471045,0.886112359001768,0.886112359001768,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7140248772447622,0.7782766488937829,0.9899781382973367,0.9326886243044704,0.8746556412959994,0.7535294005837924,0.9271613556553762,0.8640972845633152,False,1,0.8640972845633152,0.8999428071948687,0.5,0.8231604110612861,0.8640972845633152,0.8640972845633152,5,0.719052895504823,0.707052895504823,0.850682532787323,0.8811157749567823,0.8811157749567823,0.5,0.5447722785143253,0.903731283279012,0.7780645840712364
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,569,7836_round41_final_extensive_569,round41_final_extensive,"small suited figure looking up, clean crescent planet foreground, massive diagonal pink planet band crossing the sky, massive diagonal pink planet band crossing the sky, dark blue black starfield, cinematic realistic space landscape",,openai/clip-vit-large-patch14,0.8088453412055969,0.3754254877567291,0.007433893159031868,0.08622002759818549,0.7983649499789011,0.8306907371238426,0.0392586536578311,0.9607413463421689,0.9791042533595132,0.9058911535973909,0.9058911535973909,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6195373633092063,0.8105876812261593,0.9484284704081147,0.9530586888216195,0.947516065653749,0.7742294184842458,0.8638275302665931,0.8575440215556807,False,1,0.8575440215556807,0.9695668783611497,0.5,0.8388542584434167,0.8575440215556807,0.8575440215556807,5,0.6497754067323914,0.6437754067323913,0.811239504814148,0.8944744512032161,0.8944744512032161,0.5,0.515377184242853,0.7874298427069991,0.772244691082972
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,499,7836_round41_final_extensive_499,round41_final_extensive,"small suited figure looking up, curved dark planet horizon at the bottom, massive diagonal pink planet band crossing the sky, massive diagonal pink planet band crossing the sky, dark blue black starfield, moody realistic space illustration",,openai/clip-vit-large-patch14,0.8419247269630432,0.37481003999710083,0.007666587829589844,0.0875590533845007,0.814527846593493,0.8108735261140047,0.037527630667484546,0.9624723693325155,0.9613947858533989,0.8940373731883623,0.8940373731883623,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7172345660582757,0.8127915671986721,0.9374931952190647,0.974895114066057,0.9165240032489256,0.8402126574466272,0.7008433959214936,0.8726786987795819,False,1,0.8726786987795819,0.9278399446596228,0.5,0.8359488297968518,0.8726786987795819,0.8726786987795819,5,0.6248801584954846,0.6248801584954846,0.7933655619621277,0.8898004158949314,0.8898004158949314,0.5,0.5558625574980672,0.7841625141210408,0.763303915534505
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,169,7836_round41_final_extensive_169,round41_final_extensive,"tiny astronaut standing bottom center, thin curved ground arc under the astronaut, massive diagonal pink planet band crossing the sky, dark blue black starfield, cinematic realistic space landscape",,openai/clip-vit-large-patch14,0.8741248846054077,0.35609620809555054,0.00654685590416193,0.08091264366069081,0.7907569463323,0.7098196524160879,0.03800873083414636,0.9619912691658536,0.9690528898428792,0.8499263657638642,0.8499263657638642,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8123350420104309,0.8798048123922189,0.9917717013477952,0.942780110244409,0.7584862269775712,0.8218740522179744,0.7713226155264459,0.8866709971337824,True,0,0.9166709971337824,0.772563145292928,0.5,0.8179868590196137,0.9166709971337824,0.8866709971337824,5,0.6576450733386665,0.6576450733386665,0.8377971529960633,0.8975411341414479,0.8975411341414479,0.5,0.6012976281494007,0.6901665520908802,0.7579156947944278
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,177,7836_round41_final_extensive_177,round41_final_extensive,"tiny astronaut standing bottom center, thin curved ground arc under the astronaut, massive diagonal pink planet band crossing the sky, sparse stars in deep black space, cinematic realistic space landscape",,openai/clip-vit-large-patch14,0.9013730883598328,0.39243119955062866,0.00695364223793149,0.08338850183287555,0.7536697807605414,0.6808692084418403,0.03570923908614134,0.9642907609138587,0.9762496559164845,0.8391428413019756,0.8391428413019756,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8928103357859443,0.7496911240629536,0.971552381661352,0.8926745420503609,0.7132107355952666,0.9095262176408405,0.8375560405679253,0.8667915034346988,False,1,0.8667915034346988,0.7346036593936197,0.5,0.7784280966223388,0.8667915034346988,0.8667915034346988,5,0.6666058007249085,0.6606058007249084,0.8682714104652405,0.8826272854014464,0.8826272854014464,0.5,0.5905234947962728,0.743296034577508,0.74001340092577
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,485,7836_round41_final_extensive_485,round41_final_extensive,"small suited figure looking up, curved dark planet horizon at the bottom, large sloping planet surface cutting across the upper sky, massive diagonal pink planet band crossing the sky, dark blue black starfield, moody realistic space illustration",,openai/clip-vit-large-patch14,0.8674713373184204,0.36661672592163086,0.008245944045484066,0.09080718058327802,0.7582119420430442,0.7042903193721065,0.035958949521711775,0.9640410504782883,0.9656730642906872,0.8474796242429863,0.8474796242429863,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7926843458619695,0.8421313928407803,0.9109670706808578,0.8988111008404486,0.7498389236475994,0.9000077401662316,0.7402173357278712,0.8540480235543015,False,1,0.8540480235543015,0.7639502793798154,0.5,0.7792539318878433,0.8540480235543015,0.8540480235543015,5,0.6676293289842319,0.6676293289842319,0.8461623787879944,0.8773628097627014,0.8773628097627014,0.5,0.5824071880692717,0.7972832154210736,0.7367119725237885
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,620,7836_round41_final_extensive_620,round41_final_extensive,"small suited figure looking up, curved dark planet horizon at the bottom, massive diagonal pink planet band crossing the sky, dark blue black starfield, moody realistic space illustration",,openai/clip-vit-large-patch14,0.8466150164604187,0.37915873527526855,0.007858460769057274,0.0886479597568792,0.7904118914781151,0.7311740451388888,0.03665645322810421,0.9633435467718958,0.9590174137416742,0.8580020444309984,0.8580020444309984,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7310869443139323,0.7972191187294877,0.928600542845404,0.9423139336234537,0.7918822821315283,0.8734202517315317,0.6789639161736211,0.8514711063967462,False,1,0.8514711063967462,0.8009906424044556,0.5,0.7881306215833603,0.8514711063967462,0.8514711063967462,5,0.6176773959432375,0.6176773959432375,0.7972737908363342,0.8926987505835774,0.8926987505835774,0.5,0.5795967641168647,0.7161959469223197,0.7320268216354968
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,418,7836_round41_final_extensive_418,round41_final_extensive,"small suited figure looking up, clean crescent planet foreground, massive diagonal pink planet band crossing the sky, wide pale pink diagonal planetary stripe, dark blue black starfield, moody realistic space illustration",,openai/clip-vit-large-patch14,0.8149170875549316,0.3872072100639343,0.007752776611596346,0.08804985299020292,0.7839472664061256,0.8312948721426506,0.04129241323228212,0.9587075867677178,0.9862093670449098,0.906872221241876,0.906872221241876,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6374697589855179,0.7683979549355424,0.9334850358498564,0.933580084395564,0.9484608701569933,0.6967064481127372,0.9292174581703011,0.8421179645317178,False,1,0.8421179645317178,0.9730203710989572,0.5,0.8308741233361043,0.8421179645317178,0.8421179645317178,5,0.5668916491762268,0.5668916491762268,0.7792725801467896,0.8776638442297149,0.8776638442297149,0.5,0.49246166947297054,0.6196344094844958,0.7298275938421777
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,722,7836_round41_final_extensive_722,round41_final_extensive,"small suited figure looking up, curved dark planet horizon at the bottom, huge tilted pink planet arc across space, slanted planetary ring from lower left to upper right, subtle blue nebula clouds around the edges, moody realistic space illustration",,openai/clip-vit-large-patch14,0.8462138772010803,0.3596152067184448,0.009214532561600208,0.0959923567874037,0.8253653494043506,0.7521288836443866,0.03683709972040823,0.9631629002795917,0.9530901131269865,0.8661830353632283,0.8661830353632283,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7299022130182077,0.8672034638927578,0.8686218602485326,0.9895368163307379,0.8246534759348836,0.8665343578203072,0.6244136616640208,0.8633054952871266,True,0,0.8933054952871267,0.8297888531408332,0.5,0.8204580661459668,0.8933054952871267,0.8633054952871266,5,0.5920967665504324,0.5920967665504324,0.8015934944152832,0.8731323403916955,0.8731323403916955,0.5,0.511561654291505,0.7090762796933303,0.7294886615044787
stage1_fixed_seed,7836.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\7836.png,7836,fixed,269,7836_round41_final_extensive_269,round41_final_extensive,"tiny astronaut standing bottom center, thin curved ground arc under the astronaut, broad diagonal rose colored celestial band, massive diagonal pink planet band crossing the sky, sparse stars in deep black space, cinematic realistic space landscape",,openai/clip-vit-large-patch14,0.8649806380271912,0.37638360261917114,0.006384823005646467,0.0799050874828785,0.7887289835524229,0.6722253870081017,0.03786463202327325,0.9621353679767267,0.9702606134533095,0.8333009256361621,0.8333009256361621,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7853282735507594,0.8071567224285071,1.0,0.9400402883735379,0.699692695485708,0.8273668193996104,0.7824375622127967,0.8666641919228539,True,0,0.896664191922854,0.7140393145799059,0.5,0.789996239397629,0.896664191922854,0.8666641919228539,5,0.6296744879930585,0.6296744879930585,0.8595784783363343,0.8679683653258834,0.8679683653258834,0.5,0.5539561541368939,0.6934616439164963,0.7256538902199857
