stage,target_name,target_path,prompt_index,prompt_id,prompt_source,prompt,negative_prompt,render_seed,seed_offset,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,render_path,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,seed_sweep_score,rank,teal_belly_score,side_asymmetry_score
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,5,1159_25_round43_fixed_seed_micro_less_milky_005,round43_fixed_seed_micro_1159_25_less_milky,"realistic orange juice still life, single clear glass, pale orange juice without milky creaminess, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9511521458625793,0.2611266076564789,0.012342100962996483,0.11109500872224856,0.8233507386559753,0.8621961805555557,0.060183838379499484,0.9398161616205005,0.9954606803633853,0.9160160738898523,0.9160160738898523,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_25\round43_fixed_seed_micro_1159_25_less_milky_seed_01159_offset_+000.png,0.9115279100242286,1.0,0.8836829704324574,0.9409855420975614,1.0,1.0,1.0,0.9592027773257569,True,0,0.9892027773257569,1.0,0.5,0.9237376108489389,0.9237376108489389,1,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1,1159_25_round43_fixed_seed_micro_control_001,round43_fixed_seed_micro_1159_25_control,"realistic orange juice still life, single clear glass, pale creamy orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9463806748390198,0.2829333245754242,0.011848025023937225,0.10884863354189259,0.8287500347640463,0.8498433430989584,0.06293077579222639,0.9370692242077736,0.9808230834016443,0.9065683495475809,0.9065683495475809,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_25\round43_fixed_seed_micro_1159_25_control_seed_01159_offset_+000.png,0.5341840053548028,0.7109291635967139,1.0,1.0,0.7642681506406097,0.5437432501687197,0.0,0.7029424083171395,True,0,0.7329424083171395,0.6584242750654513,0.5,0.6794653938422673,0.6794653938422673,2,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,3,1159_25_round43_fixed_seed_micro_clear_pale_003,round43_fixed_seed_micro_1159_25_clear_pale,"realistic orange juice still life, single clear glass, clear pale orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9522708654403687,0.29094398021698,0.01308195199817419,0.11437636118610432,0.7942068529835122,0.8479896827980324,0.06518958647137414,0.9348104135286258,0.9840294618472598,0.9055848943635856,0.9055848943635856,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_25\round43_fixed_seed_micro_1159_25_clear_pale_seed_01159_offset_+000.png,1.0,0.604739546193489,0.7137749448730952,0.6224420542603056,0.7288943531340311,0.16856265297809275,0.21905087658829592,0.7039359491481082,True,0,0.7339359491481082,0.6228681553858326,0.5,0.6700859340139359,0.6700859340139359,3,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,4,1159_25_round43_fixed_seed_micro_smooth_pale_004,round43_fixed_seed_micro_1159_25_smooth_pale,"realistic orange juice still life, single clear glass, smooth pale orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.94232177734375,0.2975859045982361,0.01559031568467617,0.12486118566102186,0.7544436673098169,0.8244996247468173,0.060569903009217003,0.939430096990783,0.9947536376661801,0.8987760926160778,0.8987760926160778,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_25\round43_fixed_seed_micro_1159_25_smooth_pale_seed_01159_offset_+000.png,0.2131928011840902,0.5166938929503349,0.1708720277093564,0.18782931955598292,0.2806285319874058,0.9358760078174125,0.951696805216508,0.37450035895542494,False,1,0.37450035895542494,0.37670079184043875,0.5,0.39268642990946934,0.39268642990946934,4,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,2,1159_25_round43_fixed_seed_micro_no_creamy_002,round43_fixed_seed_micro_1159_25_no_creamy,"realistic orange juice still life, single clear glass, pale orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9396259784698486,0.3365638852119446,0.016425281763076782,0.1281611554375068,0.7372589612207293,0.852010656286169,0.06620443405012283,0.9337955659498771,0.9845494651516928,0.9071431364415716,0.9071431364415716,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_25\round43_fixed_seed_micro_1159_25_no_creamy_seed_01159_offset_+000.png,0.0,0.0,0.0,0.0,0.8056274535179659,0.0,0.25457605915700454,0.10431257619686606,False,1,0.10431257619686606,0.6792052846382342,0.5,0.32067877389288785,0.32067877389288785,5,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,6,1159_25_round43_fixed_seed_micro_fresh_translucent_006,round43_fixed_seed_micro_1159_25_fresh_translucent,"realistic orange juice still life, single clear glass, fresh translucent pale orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9447143077850342,0.31018733978271484,0.01400324609130621,0.11833531210634554,0.7867729792243748,0.8097941080729166,0.0639541413184262,0.9360458586815739,0.9816671825489844,0.8883568356811602,0.8883568356811602,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_25\round43_fixed_seed_micro_1159_25_fresh_translucent_seed_01159_offset_+000.png,0.40240211929520237,0.34964869205196636,0.5087809548784339,0.541189605565212,0.0,0.37376579574621016,0.05766651107736077,0.3475035691553068,False,1,0.3475035691553068,0.0,0.5,0.2715520701100779,0.2715520701100779,6,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,1,1159_29_round43_fixed_seed_micro_control_001,round43_fixed_seed_micro_1159_29_control,"single slender palm tree rising from shallow turquoise ocean, gentle surf and reflective foreground water, low sun reflection behind the tree, shallow turquoise sea, muted colors",,1159,0,openai/clip-vit-large-patch14,0.924449622631073,0.4507840871810913,0.01873445324599743,0.13687385888473164,0.7823966318373163,0.8583899603949652,0.10511333131042942,0.8948866686895706,0.9778489302033708,0.8950556022597582,0.8950556022597582,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_29\round43_fixed_seed_micro_1159_29_control_seed_01159_offset_+000.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,0,1.03,1.0,0.5,0.9473999999999999,0.9473999999999999,1,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,2,1159_29_round43_fixed_seed_micro_sunset_shadow_clouds_002,round43_fixed_seed_micro_1159_29_sunset_shadow_clouds,"single slender palm tree rising from shallow turquoise ocean at sunset, gentle active surf and reflective foreground water, shadowed clouds, low sun reflection behind the tree, muted colors",,1159,0,openai/clip-vit-large-patch14,0.914812445640564,0.6361607909202576,0.029718540608882904,0.17239066276594828,0.7075440620593099,0.8506611011646412,0.11393717255809478,0.8860628274419052,0.9521010533540012,0.8833396957995556,0.8833396957995556,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_29\round43_fixed_seed_micro_1159_29_sunset_shadow_clouds_seed_01159_offset_+000.png,0.8140793082234705,0.5424763960361259,0.735446931831888,0.8850836875513367,0.8804378234718159,0.6872781385090772,0.46001431581411556,0.7158851554645955,False,1,0.7158851554645955,0.7404358079199551,0.5,0.6925354163870528,0.6925354163870528,2,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,4,1159_29_round43_fixed_seed_micro_soft_foamy_surf_004,round43_fixed_seed_micro_1159_29_soft_foamy_surf,"single slender palm tree rising from shallow turquoise ocean at sunset, soft foamy surf around the trunk, reflective foreground water, shadowed clouds, low sun reflection, muted colors",,1159,0,openai/clip-vit-large-patch14,0.9220536351203918,0.6978029608726501,0.0364760085940361,0.19098693304526387,0.6173161398256414,0.846040513780382,0.12312686303346122,0.8768731369665388,0.959460515909369,0.8795159323213343,0.8795159323213343,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_29\round43_fixed_seed_micro_1159_29_soft_foamy_surf_seed_01159_offset_+000.png,0.9537765410023631,0.3903388987999311,0.5969293902386188,0.7465625902296451,0.8089592950062972,0.36159037607994576,0.6143573106345979,0.6762637876029642,False,1,0.6762637876029642,0.655720887968935,0.5,0.6458348454410211,0.6458348454410211,3,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,3,1159_29_round43_fixed_seed_micro_low_rolling_surf_003,round43_fixed_seed_micro_1159_29_low_rolling_surf,"single slender palm tree rising from shallow turquoise ocean at sunset, low rolling surf and reflective foreground water, shadowed clouds, low sun reflection behind the tree, muted colors",,1159,0,openai/clip-vit-large-patch14,0.9045688509941101,0.6279884576797485,0.02835369110107422,0.168385543028712,0.7376111573959224,0.8437918203848379,0.11355847522650285,0.8864415247734971,0.9519994689854133,0.8803607466409836,0.8803607466409836,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_29\round43_fixed_seed_micro_1159_29_low_rolling_surf_seed_01159_offset_+000.png,0.6164595898326328,0.5626463272171898,0.7652797602139171,0.9312437557009426,0.7741729612533225,0.7006993834241985,0.45788388365866367,0.6524435262160748,False,1,0.6524435262160748,0.6744376255156465,0.5,0.6372597803497043,0.6372597803497043,4,,
