stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,teal_belly_score,side_asymmetry_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,1,9338_round39_9338_hybrid_side_scales_001,round39_9338_hybrid_side_scales,"left facing spiny fantasy rodent, orange pointed snout and small ears, teal spiral jewel belly, rainbow scale armor on shoulder and back, vertical orange yellow flame aura, painterly creature portrait",,openai/clip-vit-large-patch14,0.7479320764541626,0.6324804425239563,0.026879919692873955,0.1639509673435139,0.3432074262302438,0.7925663700810185,0.06979635656431991,0.9302036434356801,0.9492891628734265,0.8720839743136317,0.837755512777079,0.5428931288261809,0.1108865912046515,0.9667733907699585,12.0,0.2223497895139686,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6777503529363224,0.7476225101507042,0.61680048969677,0.26339107160240266,0.8230959795698719,0.5859920519949765,0.6859211508531994,0.6639702383067017,False,1,0.6639702383067017,0.7886207536486604,0.3905585618814287,0.6621085415458828
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,2,9338_round39_9338_hybrid_side_scales_002,round39_9338_hybrid_side_scales,"small side profile jewel-bellied creature, warm orange muzzle with glossy black eye, blue teal chest medallion, colored scale plates along the back, compact paws close to body, dark teal rainbow fire background",,openai/clip-vit-large-patch14,0.6710847020149231,0.7266249060630798,0.04468890652060509,0.21139750831219625,0.41175654160394026,0.3299566198278357,0.0528982142803016,0.9471017857196984,0.9257108474722803,0.6651082734188766,0.7236343480155358,0.60184588305565,0.6487138216787092,0.9945094188054403,6.0,0.27532561505065123,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4337307758769656,0.42236299457977,0.2651691138498261,0.4297518797041415,0.17145975430350974,0.8638710068668201,0.5214752119085285,0.41105898719212386,False,1,0.41105898719212386,0.33676637069785076,0.5298252437744028,0.39486159230338136
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,3,9338_round39_9338_hybrid_side_scales_003,round39_9338_hybrid_side_scales,"compact spiny rodent creature, orange face turned left, turquoise oval belly gem, dense rainbow scales and thorny quills, small clawed forepaws, storybook fantasy painting",,openai/clip-vit-large-patch14,0.8184482455253601,0.5917513370513916,0.013253772631287575,0.11512503042904082,0.5896460830014518,0.8758403636791089,0.051223491250985555,0.9487765087490144,0.9725513809814289,0.9207102179140398,0.8911418396784564,0.6321735288177536,0.6433924083113187,0.6683557207385699,11.0,0.21976828385228095,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9016659502896832,0.8883374137959793,0.9786547160266658,0.8614693088555826,0.9403964705807432,0.8914107374043171,0.8481624829256436,0.9057516885351586,True,0,0.9357516885351587,1.0,0.6014695740540963,0.9032179892917828
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,4,9338_round39_9338_hybrid_side_scales_004,round39_9338_hybrid_side_scales,"left facing orange spiny rodent, glossy black eye, turquoise spiral belly jewel, rainbow scale plates on the back, tiny paws, vertical flame aura",,openai/clip-vit-large-patch14,0.7843873500823975,0.6426770687103271,0.03745323792099953,0.19352839047798523,0.47124459350451703,0.4346935130931713,0.055800588391818264,0.9441994116081818,0.9536312008754982,0.7168081151298903,0.762622755937266,0.4627872269842469,0.0,0.7998625660936037,11.0,0.4370886566008517,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.793509681309715,0.7123942070815745,0.3975990520693937,0.5741225303336549,0.3189930774472529,0.8161433530691538,0.716204506726428,0.6235984730305824,False,1,0.6235984730305824,0.49113811270135066,0.20132086984508668,0.5154288684329493
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,5,9338_round39_9338_hybrid_side_scales_005,round39_9338_hybrid_side_scales,"small fantasy creature in side view, orange muzzle, teal oval chest gem, multicolor scales on shoulder, thorny back quills, dark teal orange glow",,openai/clip-vit-large-patch14,0.6931387782096863,0.7258003354072571,0.040951330214738846,0.20236435015767684,0.4194698371855261,0.4132701732494213,0.07754183315064153,0.9224581668493584,0.9296734178416666,0.6947666199278484,0.7015864064147985,0.5251316214630267,0.3331467193851071,0.9698037902514139,12.0,0.3090551181102362,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5037608372128412,0.42521180206121534,0.3321148124248452,0.4484711597281778,0.2888159696350216,0.4586227292246879,0.5491119872226964,0.41945456561646793,False,1,0.41945456561646793,0.24946916278595072,0.3485997725387651,0.3640195586833761
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,6,9338_round39_9338_hybrid_side_scales_006,round39_9338_hybrid_side_scales,"profile view jewel-bellied spiny pet, short ears, orange snout, blue green belly medallion, rainbow armor scales, painterly fire ribbons",,openai/clip-vit-large-patch14,0.7189538478851318,0.7406244277954102,0.030358072370290756,0.17423568053154542,0.3882041926157184,0.7454805727358217,0.0777480778285976,0.9222519221714024,0.9285556974627286,0.8439655699836563,0.8323191627722206,0.6387393448485564,0.7719810820109986,0.7248308112223942,8.0,0.41178929765886285,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5857334801291031,0.37399607542482427,0.5405793832754231,0.37259304127107495,0.7567705049578723,0.45523116969139477,0.5413164948787814,0.5131143380743539,False,1,0.5131143380743539,0.7670959244718579,0.6169802897870778,0.5952563228725563
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,7,9338_round39_9338_hybrid_side_scales_007,round39_9338_hybrid_side_scales,"compact left-facing quilled creature, orange head, small rounded ears, turquoise chest oval, colorful scale armor, yellow orange aura",,openai/clip-vit-large-patch14,0.7003571391105652,0.6813708543777466,0.025303468108177185,0.1590706387369372,0.3991887998871911,0.6959002459490741,0.05554880792068785,0.9444511920793122,0.9741803178632139,0.8385490914774855,0.8201915263411677,0.45085067392066586,0.0,0.5254469414552052,11.0,0.40717299578059074,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5266818724069188,0.5787111256908111,0.6529691255441858,0.3992514180043163,0.6869312138986009,0.8202837190927623,0.8595234326139202,0.6123676271133656,False,1,0.6123676271133656,0.7190774373870519,0.17312262601183467,0.5797792249400358
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,8,9338_round39_9338_hybrid_side_scales_008,round39_9338_hybrid_side_scales,"storybook spiny rodent portrait, side profile face, teal belly jewel, rainbow scales down the back, tiny claws, smoky multicolor background",,openai/clip-vit-large-patch14,0.7677947878837585,0.7702937126159668,0.0248117595911026,0.15751748979431648,0.513063892249759,0.6904489022714121,0.08196949905230684,0.9180305009476931,0.9614587232018635,0.8243044259942007,0.8040580350767284,0.5423884518607216,0.1665062953049098,0.9944321190317472,15.0,0.3036044362292052,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7408219995302384,0.2714917236520831,0.6644796780194322,0.6756131519934649,0.6792524025142814,0.38581264438831586,0.7707972219679478,0.5534243425859401,False,1,0.5534243425859401,0.6551980618534428,0.38936634130876885,0.5596709078469378
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,9,9338_round39_9338_hybrid_side_scales_009,round39_9338_hybrid_side_scales,"orange pointed snout and small ears, teal spiral jewel belly, rainbow scale armor on shoulder and back, vertical orange yellow flame aura, painterly creature portrait",,openai/clip-vit-large-patch14,0.6327508091926575,0.6721969842910767,0.03246735781431198,0.18018700789544173,0.2346769065622168,0.6811110885054976,0.06625993822787918,0.9337400617721208,0.9594558498590805,0.8252001814195323,0.8032886051890475,0.4927884190110686,0.0,0.8805404330293337,15.0,0.2866881951919627,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.31200611863543526,0.6104059107915933,0.496473461402979,0.0,0.6660990746578526,0.6441461505226688,0.7568282686378385,0.4952821130412792,False,1,0.4952821130412792,0.6521515606382792,0.2721940041204798,0.5091500149331887
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,10,9338_round39_9338_hybrid_side_scales_010,round39_9338_hybrid_side_scales,"left facing spiny fantasy rodent, teal spiral jewel belly, rainbow scale armor on shoulder and back, vertical orange yellow flame aura, painterly creature portrait",,openai/clip-vit-large-patch14,0.7100405693054199,0.6743326187133789,0.027604976668953896,0.16614745459667415,0.35045051409107203,0.7239430745442709,0.06625457931720055,0.9337454206827994,0.9454548020142647,0.8416762411867547,0.8183164772312936,0.6696469571717689,0.8991118342401603,0.8099929342667261,12.0,0.2840212505108296,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5574304380914961,0.6030275117703277,0.6005220883825664,0.2809692116427283,0.7264325926775059,0.6442342743219366,0.6591785672118379,0.5876625905621389,False,1,0.5876625905621389,0.7116533179407167,0.689994700559705,0.6370782480972907
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,11,9338_round39_9338_hybrid_side_scales_011,round39_9338_hybrid_side_scales,"left facing spiny fantasy rodent, orange pointed snout and small ears, rainbow scale armor on shoulder and back, vertical orange yellow flame aura, painterly creature portrait",,openai/clip-vit-large-patch14,0.7323014736175537,0.6609646081924438,0.03435111045837402,0.18534052567739745,0.3350334327081457,0.5446076569733797,0.0763312957889879,0.9236687042110121,0.9469320254931713,0.7577438972105093,0.766279426735201,0.5176996765593973,0.1498130944674797,0.966060866912206,12.0,0.22019985724482513,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6281172571903146,0.6492126241256556,0.45828019143801135,0.24355373073605474,0.4738191220394465,0.47852922848572077,0.6694813983465894,0.5391047422467692,False,1,0.5391047422467692,0.5056164325687268,0.3310429625089721,0.49730596829631246
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,12,9338_round39_9338_hybrid_side_scales_012,round39_9338_hybrid_side_scales,"left facing spiny fantasy rodent, orange pointed snout and small ears, teal spiral jewel belly, vertical orange yellow flame aura, painterly creature portrait",,openai/clip-vit-large-patch14,0.7500094771385193,0.6194794178009033,0.024290455505251884,0.15585395569330887,0.44552116704632655,0.7811386673538774,0.06713604661837354,0.9328639533816264,0.9689310462979155,0.8718009932523972,0.8369526575291848,0.5217344645888568,0.0,0.9766874437530836,13.0,0.21366906474820144,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6843468884728792,0.7925397240194585,0.6768083066773509,0.5116947369274064,0.8069988154601556,0.629739118091934,0.8229126155710241,0.7181089327944972,False,1,0.7181089327944972,0.7854419071709356,0.34057451957273727,0.6858075190266141
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,13,9338_round39_9338_hybrid_side_scales_013,round39_9338_hybrid_side_scales,"left facing spiny fantasy rodent, orange pointed snout and small ears, teal spiral jewel belly, rainbow scale armor on shoulder and back, painterly creature portrait",,openai/clip-vit-large-patch14,0.7120051383972168,0.6527231335639954,0.01995687559247017,0.14126880615503964,0.3928959453063428,0.746628372757523,0.06515616208237496,0.934843837917625,0.9405725585303759,0.8512926227181292,0.8496398616602205,0.6156223157851933,0.44518798439440854,0.9696455895900726,9.0,0.30129179331306993,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5636686905026204,0.6776860780545244,0.7849004055820997,0.3839793846946296,0.7583873063181825,0.6622970310496531,0.6251275716167259,0.6472769074813202,False,1,0.6472769074813202,0.835675961528677,0.5623699161928833,0.6809000401835603
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,14,9338_round39_9338_hybrid_side_scales_014,round39_9338_hybrid_side_scales,"left facing spiny fantasy rodent, orange pointed snout and small ears, teal spiral jewel belly, rainbow scale armor on shoulder and back, vertical orange yellow flame aura",,openai/clip-vit-large-patch14,0.7100551724433899,0.615295946598053,0.03017955832183361,0.17372264769405746,0.38293145837785564,0.7217203776041666,0.07653127758645573,0.9234687224135443,0.961833624447354,0.8403549476560862,0.8216448208458367,0.4945419461680339,0.0,0.8327523469924927,11.0,0.26724821570182394,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5574768085963724,0.8069931901680928,0.5443815243549937,0.3597967225449379,0.7233016819192093,0.4752406579470344,0.7734119544574116,0.6359294361886106,False,1,0.6359294361886106,0.724831650402886,0.2763364383790932,0.6094793495026575
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,15,9338_round39_9338_hybrid_side_scales_015,round39_9338_hybrid_side_scales,"teal spiral jewel belly, rainbow scale armor on shoulder and back, vertical orange yellow flame aura, painterly creature portrait",,openai/clip-vit-large-patch14,0.6245597004890442,0.6407226920127869,0.026202360168099403,0.16187143098181161,0.33234012822683484,0.7560362639250578,0.07347002513931765,0.9265299748606823,0.9783879253085205,0.8601793950292189,0.8291809917049695,0.6460791209534967,0.6433924083113187,0.9712670221924782,9.0,0.4627130681818182,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.2859962400144903,0.7191463791582777,0.6322121554801994,0.23701739095205757,0.7716393458283182,0.5255809625978078,0.8888692083948477,0.5733354743061215,False,1,0.5733354743061215,0.7546705662646425,0.6343193654135292,0.6340191381652858
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,16,9338_round39_9338_hybrid_side_scales_016,round39_9338_hybrid_side_scales,"orange pointed snout and small ears, rainbow scale armor on shoulder and back, vertical orange yellow flame aura, painterly creature portrait",,openai/clip-vit-large-patch14,0.6559819579124451,0.6896899938583374,0.04182275012135506,0.20450611267479282,0.31854057010159215,0.4722747802734375,0.06260786583254678,0.9373921341674533,0.9601956555236717,0.7326500291863899,0.7452296061097533,0.4666021507658877,0.0,0.8842609425385793,9.0,0.2644281217208814,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.38577383193171383,0.549969347622263,0.31624198196649833,0.20352745269906597,0.3719303859944084,0.7042021047970685,0.7619880111843468,0.4504344185765217,False,1,0.4504344185765217,0.4222712114626232,0.21033303193467617,0.4062849187368023
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,17,9338_round39_9338_hybrid_side_scales_017,round39_9338_hybrid_side_scales,"orange pointed snout and small ears, teal spiral jewel belly, vertical orange yellow flame aura, painterly creature portrait",,openai/clip-vit-large-patch14,0.6385038495063782,0.6230888962745667,0.031136509031057358,0.17645540238558116,0.3674097759251017,0.7061609338831017,0.06222875977652033,0.9377712402234797,0.9715622379670573,0.8403048019190251,0.8197712559354079,0.5090812536152021,0.0,0.9427605420351028,11.0,0.22290462427745664,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.3302742048830602,0.780069344183266,0.5241287878558896,0.3221273868888638,0.7013845105494099,0.7104362572182988,0.8412637478387005,0.5978064228090072,False,1,0.5978064228090072,0.7174134075354125,0.31068328326622746,0.5906808738804643
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,18,9338_round39_9338_hybrid_side_scales_018,round39_9338_hybrid_side_scales,"orange pointed snout and small ears, teal spiral jewel belly, rainbow scale armor on shoulder and back, painterly creature portrait",,openai/clip-vit-large-patch14,0.6434990167617798,0.6634078621864319,0.023196449503302574,0.15230380659491927,0.30130328536428574,0.8234631573712384,0.05834375934723349,0.9416562406527665,0.9615534819609491,0.8924488014377154,0.8485455993298128,0.6267452385318002,0.511887891670603,0.6633991599082947,7.0,0.6258040105940219,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.3461357565612845,0.6407714308719381,0.7031188403104036,0.16169454788701618,0.8666174700521581,0.7743225614535227,0.7714581128266012,0.596107598962842,False,1,0.596107598962842,0.8313433100776874,0.5886460853747719,0.6639135880120186
