stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,stage1_selection_score,stage1_combined_score,validation_count,validation_mean_selection,validation_mean_combined,validation_mean_clip,validation_mean_visual,validation_mean_region,validation_mean_heuristic,validation_worst_selection,validation_best_selection,robustness_score
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,1,1159_7_ronda_12_maxstack_cube_all_techniques_001,ronda_12_maxstack_cube_all_techniques,"small hedgehog with compact cubical wooden block body, warm peach beige 4 by 4 cube grid sides, tiny face mostly hidden below orange spiky fur, amber quill fur only on the top surface, realistic studio object photo",,openai/clip-vit-large-patch14,0.7996183633804321,0.37351393699645996,0.008767629973590374,0.09363562342180659,0.8200574231724082,0.754087660047743,0.0655858823016027,0.9344141176983973,0.9887106466220487,0.8641265175403331,0.8189946253100975,0.8642459689825731,1.0,1.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9931021907653197,1.0,1.0,1.0,0.7724600450460173,0.9895495467127751,0.9746196449830449,0.9761705948006651,True,0,1.0061705948006652,0.9116819488782124,1.0,0.9721425533291628,1.0061705948006652,0.9761705948006651,3,0.6627221718372831,0.6527221718372831,0.6932757099469503,0.853609883269607,0.7429913365397249,0.728574647015845,0.5597586314519687,0.8486997233362932,0.8020639518094634
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,290,1159_7_ronda_12_maxstack_cube_all_techniques_290,ronda_12_maxstack_cube_all_techniques,"hedgehog cube sculpture, regular peach square lattice sides, pinpoint eyes and nose in top front edge, orange top quills, warm brown macro photo",,openai/clip-vit-large-patch14,0.764082670211792,0.463430792093277,0.016176296398043633,0.12718606998427,0.6533571628506737,0.6934384946469908,0.07599608604413466,0.9240039139558653,0.9671674124545485,0.8288821749666085,0.7879651431104523,0.8318275158694246,3.0,0.9634146341463414,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9057157715637888,0.7493500117137459,0.731493623268672,0.8035390377720288,0.6180126503033052,0.8943102506537086,0.7702507761991306,0.7790999223866919,False,1,0.7790999223866919,0.7197699110978316,0.9100872641157348,0.7735924933942625,0.7790999223866919,0.7790999223866919,3,0.7123440377069176,0.7023440377069176,0.6423649291197459,0.862211009771265,0.7635717186605072,0.752351879027898,0.5591232455583313,0.9513753207753161,0.754331541499568
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,386,1159_7_ronda_12_maxstack_cube_all_techniques_386,ronda_12_maxstack_cube_all_techniques,"hedgehog cube sculpture, regular peach square lattice sides, small centered face under top quills, fine orange quills on top only, realistic studio photo",,openai/clip-vit-large-patch14,0.6522518992424011,0.4404067099094391,0.011922143399715424,0.10918856808162393,0.7456058081796909,0.7301358823423033,0.07128054750879019,0.9287194524912098,0.9641190033063631,0.8464367560872326,0.8023633969528868,0.8327928156638236,2.0,0.9240810717966335,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.630710846651118,0.8135313704085854,0.875528785873669,0.9122566701895629,0.7114651469032665,0.9374510557477284,0.7413321874505094,0.8158012518262935,False,1,0.8158012518262935,0.8088206473493185,0.9127645277458039,0.8209732164364202,0.8158012518262935,0.8158012518262935,3,0.637716477665264,0.627716477665264,0.6089101831118265,0.8279920305230156,0.7654134356673211,0.7206040220129489,0.5147853056840457,0.8690848871379875,0.7436308631451489
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,319,1159_7_ronda_12_maxstack_cube_all_techniques_319,ronda_12_maxstack_cube_all_techniques,"hedgehog cube sculpture, regular peach square lattice sides, tiny dark nose at top front, fine orange quills on top only, warm brown macro photo",,openai/clip-vit-large-patch14,0.5698872208595276,0.4920145869255066,0.013282453641295433,0.11524952772699519,0.6786548793158574,0.7639798764829283,0.08173014236820408,0.9182698576317959,0.9697366666487625,0.8591327279181988,0.7972864182277927,0.8263758672114317,2.0,0.9136442141623489,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.42816648432763804,0.6696705363566429,0.8270225369072487,0.8333531107034579,0.7976512747447274,0.8418513842017266,0.7946238842110165,0.7239992204498954,False,1,0.7239992204498954,0.7774204026842109,0.894967090299634,0.7646763527577237,0.7239992204498954,0.7239992204498954,3,0.6389232551913513,0.6389232551913513,0.6211409767468771,0.8547073998596337,0.7642591209729238,0.8040503292074179,0.5227747887943897,0.7886752303798015,0.741062108092774
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,171,1159_7_ronda_12_maxstack_cube_all_techniques_171,ronda_12_maxstack_cube_all_techniques,"hedgehog cube sculpture, regular peach square lattice sides, buried hedgehog face below orange fur, orange top quills, warm brown macro photo",,openai/clip-vit-large-patch14,0.7231382727622986,0.5250875353813171,0.022739732638001442,0.15079699147529915,0.5716717972735781,0.654269748263889,0.08055952794161747,0.9194404720583825,0.9862697093530952,0.813479493809803,0.7671202418202553,0.8086125762463615,2.0,0.9330895795246801,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8050287169312634,0.5774772080411128,0.5425339034914402,0.7072705287112339,0.5182666637883271,0.8525609242551261,0.9514638093944834,0.6627954521431952,False,1,0.6627954521431952,0.5908477635030406,0.8457005172338781,0.6643978492539477,0.6627954521431952,0.6627954521431952,3,0.7226154930237761,0.712615493023776,0.7093220750490824,0.8455777956654211,0.7649866740284196,0.7898666216171266,0.6414901010590229,0.8598175813958655,0.7077646270282189
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,305,1159_7_ronda_12_maxstack_cube_all_techniques_305,ronda_12_maxstack_cube_all_techniques,"peach 4x4 grid sides, hedgehog cube sculpture, pinpoint eyes and nose in top front edge, thin amber quill crown, soft product render",,openai/clip-vit-large-patch14,0.6095914840698242,0.5769304037094116,0.01976853795349598,0.14060063283462126,0.5541854842662731,0.760711669921875,0.06997340943133383,0.9300265905686662,0.9790765648560421,0.8636448711350854,0.8332744142534413,0.8516272443690227,3.0,0.9066857347157669,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.52580390404863,0.4329613180539563,0.6241360159808951,0.686662415246958,0.7893285552893091,0.9494096027106788,0.8832263854110554,0.6223198745752916,False,1,0.6223198745752916,1.0,0.965001906493982,0.7620560132193539,0.6223198745752916,0.6223198745752916,3,0.6209365165187664,0.6209365165187664,0.6116597851117452,0.8523486621543466,0.7677910318984259,0.7447442331754034,0.5931168316085915,0.6754877676988421,0.7060712621184625
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,369,1159_7_ronda_12_maxstack_cube_all_techniques_369,ronda_12_maxstack_cube_all_techniques,"cube hedgehog, visible 4 by 4 peach block sides, small centered face under top quills, orange top quills, warm brown macro photo",,openai/clip-vit-large-patch14,0.7379224300384521,0.48978471755981445,0.016140110790729523,0.1270437357398212,0.6520740681545035,0.710628933376736,0.074376769370382,0.925623230629618,0.9730870342996885,0.8383685575998352,0.7954779974347131,0.7549120695046063,5.0,0.8332142857142857,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8413846861013101,0.6758864647250094,0.7326327333604137,0.8020268744547511,0.6617893199202699,0.9091248098995401,0.8264069879690824,0.7549023294010632,False,1,0.7549023294010632,0.7662356295277876,0.6967619030850025,0.7432594487034566,0.7549023294010632,0.7549023294010632,3,0.6629165411533365,0.6429165411533365,0.6802993218104044,0.8241825264787367,0.7491474471648911,0.748978271611707,0.5442726242908962,0.8760519709721002,0.7057995525302162
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,246,1159_7_ronda_12_maxstack_cube_all_techniques_246,ronda_12_maxstack_cube_all_techniques,"cube hedgehog, peach 4x4 grid sides, pinpoint eyes and nose in top front edge, fine orange quills on top only, centered brown studio crop",,openai/clip-vit-large-patch14,0.7161937952041626,0.4844121038913727,0.024888915941119194,0.1577622132867031,0.3374658258272018,0.8403195981626158,0.08262738960708986,0.9173726103929102,0.9622029317848548,0.8916648191676666,0.7866265255224119,0.8191957464145362,2.0,0.9169034090909091,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7879514356706734,0.6908630289254756,0.4867907863848412,0.4312521804429875,0.9920557822248129,0.8336427844916853,0.7231554658721652,0.6840089313633007,False,1,0.6840089313633007,0.711490790373979,0.8750529906794227,0.7401649985367953,0.6840089313633007,0.6840089313633007,3,0.6327996471993615,0.6327996471993615,0.6968274513880411,0.8361755638682711,0.7569718045218784,0.7903806399408552,0.5276711807960465,0.691439170436038,0.6967951912886615
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,130,1159_7_ronda_12_maxstack_cube_all_techniques_130,ronda_12_maxstack_cube_all_techniques,"visible 4 by 4 peach block sides, hedgehog cube sculpture, tiny dark nose at top front, fine orange quills on top only, realistic studio photo",,openai/clip-vit-large-patch14,0.664760172367096,0.49611467123031616,0.017298294231295586,0.13152297986015823,0.7023438610819099,0.6507483588324653,0.07295696352760328,0.9270430364723967,0.9669194718340646,0.8106857186067611,0.7847909639387068,0.8385932229540302,1.0,1.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6614701509251214,0.6582412433518261,0.6967850552376312,0.8612712443822974,0.5092991962236183,0.9221141146577486,0.767898699266767,0.7145470172883727,False,1,0.7145470172883727,0.7001381560717462,0.9288519853084839,0.7266543420641587,0.7145470172883727,0.7145470172883727,3,0.649541728788314,0.649541728788314,0.6709720293680826,0.8350750652942699,0.7652620167397294,0.7586521150128727,0.5761819411764303,0.7630825218299484,0.6932689380616136
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,4,1159_7_ronda_12_maxstack_cube_all_techniques_004,ronda_12_maxstack_cube_all_techniques,"cube hedgehog, visible 4 by 4 peach block sides, tiny dark nose at top front, fine orange quills on top only, warm brown macro photo",,openai/clip-vit-large-patch14,0.7737424969673157,0.5041747093200684,0.01759723573923111,0.13265457300534764,0.6402184220809937,0.6890394422743055,0.069768726866222,0.930231273133778,0.9657071337398928,0.8287901213682383,0.8063323304923901,0.7885914870550431,3.0,0.7353689567430025,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9294704135871305,0.6357732816931596,0.6877288426837049,0.7880546609084694,0.6068101519043814,0.951282171576662,0.7563979114573255,0.7398924675602466,False,1,0.7398924675602466,0.8333678221452187,0.790171929910746,0.7567421314663058,0.7398924675602466,0.7398924675602466,3,0.5938857080672565,0.5838857080672565,0.7051801681518555,0.8212683930082632,0.7480431403494395,0.7396352005819051,0.4523593264854517,0.8244934586765821,0.6932666860838679
