stage,target_name,target_path,prompt_index,prompt_id,prompt_source,prompt,negative_prompt,render_seed,seed_offset,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,teal_belly_score,side_asymmetry_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,render_path,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,seed_sweep_score
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9338,0,openai/clip-vit-large-patch14,0.9064908027648926,0.4940861165523529,0.014143700711429119,0.11892729170139678,0.6791606807142457,0.8228934959129051,0.06466547346816773,0.9353345265318322,0.9859077942204469,0.8948507162910379,0.8675421349737509,0.7237129050470283,0.9988336628235858,0.8919770742456118,11.0,0.34373838721664807,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09338_offset_+000.png,1.0,1.0,1.0,1.0,0.9562493977064657,0.4167261563196815,0.7801616133453966,0.9295133383690757,True,0,0.9595133383690757,1.0,0.7967214424660772,0.9310350449359799,0.9310350449359799
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9375,37,openai/clip-vit-large-patch14,0.841321587562561,0.6772705316543579,0.027307894080877304,0.16525100326738504,0.3585685445107939,0.8028445773654515,0.058000429563432,0.941999570436568,0.9601003879633108,0.8829999870599141,0.8392528937914552,0.7864592907071568,0.49913107880357144,0.9467225124438604,4.0,0.8401779603011635,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09375_offset_+037.png,0.6667813603730095,0.3652859427745806,0.5147454612168154,0.43958088660738653,0.8728661180800878,0.6425071803538619,0.11267246789654772,0.54448172857773,False,1,0.54448172857773,0.7052334653071172,1.0,0.7074649752164112,0.7074649752164112
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9397,59,openai/clip-vit-large-patch14,0.8664722442626953,0.685835063457489,0.025000032037496567,0.1581139843198462,0.4406179429622523,0.8009146231192131,0.06662214470143162,0.9333778552985684,0.9728634213552005,0.881666514029185,0.8623265872117136,0.6555904154621556,0.8866466056672323,0.5827918872237206,10.0,0.4028651292802236,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09397_offset_+059.png,0.7953799262038953,0.33561077239518744,0.5895078392862274,0.5830093926184723,0.8648394549860506,0.35044313687390916,0.44277872372114974,0.5741420127901035,False,1,0.5741420127901035,0.9456553489563702,0.5760259988521499,0.6659565814421883,0.6659565814421883
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9353,15,openai/clip-vit-large-patch14,0.8773733377456665,0.7144150137901306,0.02793276682496071,0.16713098702802157,0.3751189611297189,0.8334130181206598,0.052964980070742074,0.9470350199292579,0.9591755183158992,0.8983332187927169,0.8471892734748823,0.61655238493597,0.03580363547297882,0.9968079229195913,4.0,0.4006574141709277,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09353_offset_+015.png,0.8511186293563672,0.236584355650997,0.49505207694668785,0.46851225690765547,1.0,0.8130850428828834,0.08875141033456907,0.5803400447541086,False,1,0.5803400447541086,0.7879284772452548,0.4495550563294662,0.6351406911287777,0.6351406911287777
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9380,42,openai/clip-vit-large-patch14,0.8509173393249512,0.6992402076721191,0.025643039494752884,0.16013444193786947,0.4828994104037677,0.7526375099464699,0.06438718297983455,0.9356128170201654,0.9619926614246321,0.8585498977178958,0.8502431549820881,0.6637601404410282,0.0,0.8286907871564229,3.0,0.783157894736842,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09380_offset_+042.png,0.715845682208629,0.2891634069497052,0.5683429499364563,0.6569205707812309,0.6640553569455901,0.4261533577504462,0.16161469723444083,0.5107114956286977,False,1,0.5107114956286977,0.8197491281931182,0.6024933386308835,0.5933651450915891,0.5933651450915891
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9389,51,openai/clip-vit-large-patch14,0.8411948680877686,0.7520663142204285,0.027676505967974663,0.16636257381987893,0.28992978611381864,0.7649485270182291,0.06041039959833543,0.9395896004016646,0.9703191132523005,0.8671470199492458,0.8548576971840625,0.6884174173323476,0.9148573861217538,0.7735481709241867,8.0,0.5795732773697096,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09389_offset_+051.png,0.6661334272826156,0.10612669830814825,0.5031014318948768,0.3195951858327694,0.7152567709545261,0.5608684829725054,0.3769721089671489,0.4390417036620739,False,1,0.4390417036620739,0.8678314576308305,0.6823751617263445,0.5926729149080664,0.5926729149080664
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9368,30,openai/clip-vit-large-patch14,0.8401866555213928,0.7195196151733398,0.03677049279212952,0.1917563370325203,0.23549875839596832,0.7851545545789932,0.057214530129040944,0.942785469870959,0.9757213081651374,0.8784387256484101,0.8511163814072964,0.6639439249240322,0.6576800387223942,0.9132592851916949,7.0,0.48519040902679833,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09368_offset_+030.png,0.6609783058225901,0.21889746753526362,0.2370942740235491,0.22444566452533438,0.7992934656146217,0.6691298375517545,0.5166958157972578,0.45832626207761146,False,1,0.45832626207761146,0.8288479204054021,0.6030887425606738,0.591605568992597,0.591605568992597
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9379,41,openai/clip-vit-large-patch14,0.9042743444442749,0.6724246144294739,0.03634651377797127,0.1906476167644675,0.4742095481008771,0.7526527687355324,0.06542766624858681,0.9345723337514131,0.9676662534440095,0.8593273134327861,0.8220094960729991,0.6914385217999898,0.7091446666316765,0.6475908905267715,5.0,0.5441124780316344,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09379_offset_+041.png,0.9886669614772386,0.382076518441577,0.24870844577546325,0.6417300393322645,0.6641188181179295,0.3909065714926092,0.30835788602709224,0.5555913315199296,False,1,0.5555913315199296,0.5255617463293236,0.6921625901476093,0.5893553326879851,0.5893553326879851
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9372,34,openai/clip-vit-large-patch14,0.8662779331207275,0.717388391494751,0.03279931843280792,0.18110582109034465,0.4201080491275676,0.709146570276331,0.0478765388428517,0.9521234611571483,0.973352383202809,0.8470296446699126,0.8277172933343664,0.7260516019177883,0.9616566653253789,0.8119295885165532,6.0,0.4765008576329331,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09372_offset_+034.png,0.7943863881631219,0.2262819255806644,0.34866156918644353,0.5471565590002567,0.4831769132955853,0.9854580216046777,0.4554253540165532,0.5075620567701516,False,1,0.5075620567701516,0.5850355091150041,0.804298084871781,0.5854000059867335,0.5854000059867335
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9339,1,openai/clip-vit-large-patch14,0.845657229423523,0.7295068502426147,0.03737569600343704,0.1933279493592094,0.275486249315785,0.7850183557581017,0.06419260301961766,0.9358073969803824,0.9671134048541582,0.8742135300051113,0.8585038970160508,0.6619151514331734,0.6497343667080716,0.9789748961726824,12.0,0.3724917913170376,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09339_offset_+001.png,0.6889500588656051,0.1842927852114229,0.22063117145787658,0.29434679957331744,0.7987270158911468,0.4327448316105218,0.29405887321171537,0.4267487132127126,False,1,0.4267487132127126,0.9058239114526601,0.5965161544435083,0.5818335124653856,0.5818335124653856
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9362,24,openai/clip-vit-large-patch14,0.8259415626525879,0.7280209064483643,0.028729042038321495,0.1694964366537583,0.3626962766359095,0.7688191731770834,0.05997309957479682,0.9400269004252032,0.9722463426602791,0.8694273116105644,0.8544533767461232,0.6385710331970921,0.6161292768126339,0.873547318081061,12.0,0.5597920277296361,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09362_offset_+024.png,0.5881413006144393,0.18944141870151798,0.4702732945834347,0.44679647213382456,0.7313547550046184,0.5756821959106241,0.4268184475646138,0.46195338073363335,False,1,0.46195338073363335,0.8636185438368948,0.5208885524388985,0.5705469983105315,0.5705469983105315
seed_sweep,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,1,9338_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,9356,18,openai/clip-vit-large-patch14,0.8342938423156738,0.7085855007171631,0.03307191655039787,0.18185685730925263,0.27567438953275375,0.7756585015190973,0.05852904919869703,0.9414709508013029,0.978020611419335,0.8741652807479169,0.8370985376432104,0.6602534646088221,0.8711926380797425,0.7210686405499775,8.0,0.4818812644564379,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\9338\round42_seed_sweep_metric_best_seed_09356_offset_+018.png,0.6308475885216489,0.2567829838592509,0.34079424332468666,0.2946756827918384,0.7597994626954075,0.6245999790989807,0.5761655644802658,0.47502182103725304,False,1,0.47502182103725304,0.6827856346205223,0.5911328116872114,0.5690441828815336,0.5690441828815336
