stage,target_name,target_path,prompt_index,prompt_id,prompt_source,prompt,negative_prompt,render_seed,seed_offset,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,render_path,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,seed_sweep_score
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1159,0,openai/clip-vit-large-patch14,0.8774850368499756,0.5261003971099854,0.019605565816164017,0.1400198765038879,0.6086499977083648,0.8462462248625578,0.0835674800549713,0.9164325199450287,0.9765529284782845,0.8968727688645679,0.8968727688645679,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01159_offset_+000.png,1.0,1.0,1.0,1.0,0.9975651108986563,0.9122369082173685,1.0,0.9945394233649346,True,0,1.0245394233649345,1.0,0.5,0.944232865551662,0.944232865551662
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1210,51,openai/clip-vit-large-patch14,0.8405556678771973,0.6459156274795532,0.05345659703016281,0.23120682738656922,-0.02921519214927903,0.8467226381655092,0.09558002183923714,0.9044199781607629,0.955228594716274,0.888617898474001,0.888617898474001,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01210_offset_+051.png,0.672953810291969,0.37972063813761225,0.12064361417850689,0.009662270800476396,1.0,0.35630013732415206,0.824912868396443,0.4699358092576142,False,1,0.4699358092576142,0.9190925643572861,0.5,0.5999086873894564,0.5999086873894564
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1196,37,openai/clip-vit-large-patch14,0.8417266607284546,0.6737259030342102,0.05031276121735573,0.2243050628437881,0.07200379922428694,0.8412017822265625,0.0895880398049957,0.9104119601950043,0.924863216906324,0.8821576314514694,0.8821576314514694,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01196_offset_+037.png,0.6833241134092887,0.23574778993582646,0.1872004039974723,0.1668130099576561,0.9717835923712589,0.6336072387845191,0.5755926804769499,0.4675911536104031,False,1,0.4675911536104031,0.8557743517591208,0.5,0.5808196875865878,0.5808196875865878
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1201,42,openai/clip-vit-large-patch14,0.8243736624717712,0.6549091935157776,0.043284688144922256,0.2080497251738686,0.14184955115750428,0.8115997314453125,0.08593455222882941,0.9140654477711706,0.9392845769486842,0.8729997012600371,0.8729997012600371,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01201_offset_+042.png,0.529646102716992,0.3331612534532976,0.3439578659518582,0.2752542361973463,0.820491194828677,0.8026895297824805,0.6940017520952763,0.47504430567128797,False,1,0.47504430567128797,0.7660158682788141,0.5,0.5600101404074149,0.5600101404074149
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1163,4,openai/clip-vit-large-patch14,0.8375563621520996,0.6525691747665405,0.04730580374598503,0.21749897412628189,0.0810588753639224,0.795236658166956,0.08538756189672153,0.9146124381032785,0.9062108100399521,0.8592130115192682,0.8592130115192682,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01163_offset_+004.png,0.6463919833112337,0.3452754507222572,0.25283454921532056,0.18087175416324086,0.7368615637013781,0.8280040755633069,0.4224438669110319,0.48231789085113397,False,1,0.48231789085113397,0.6308900988661321,0.5,0.5263936043761747,0.5263936043761747
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1218,59,openai/clip-vit-large-patch14,0.7989068627357483,0.6692653894424438,0.042739756405353546,0.20673595818181592,0.17096446078502883,0.8201909948278358,0.08167111726273978,0.9183288827372602,0.9296398584843809,0.8764290283274434,0.8764290283274434,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01218_offset_+059.png,0.30411233245779246,0.2588397166945975,0.35662710626267147,0.32045750789932925,0.8644000727867213,1.0,0.6148121225441249,0.39840142934253403,False,1,0.39840142934253403,0.7996273056335483,0.5,0.5249684745960632,0.5249684745960632
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1207,48,openai/clip-vit-large-patch14,0.863399088382721,0.6615918278694153,0.05250585079193115,0.22914155186681257,0.11083198248360683,0.7659454345703125,0.08963438185663979,0.9103656181433603,0.9052442667703787,0.8443522652608925,0.8443522652608925,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01207_offset_+048.png,0.8752549555332213,0.29856548328577737,0.1405599859751182,0.22709693115197555,0.5871577652166129,0.631462542765124,0.4145078961778311,0.510181018619488,False,1,0.510181018619488,0.4852373127392672,0.5,0.5017714383662978,0.5017714383662978
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1190,31,openai/clip-vit-large-patch14,0.8296833038330078,0.6647534966468811,0.03905528411269188,0.19762409800601716,0.19788934833843988,0.8138348614728009,0.09417032351116932,0.9058296764888307,0.8547602326547311,0.8542181209647974,0.8542181209647974,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01190_offset_+031.png,0.5766682432032972,0.2821976318393652,0.4444968327393245,0.3622605917210825,0.8319146662353383,0.421540546099761,0.0,0.45856255728975354,False,1,0.45856255728975354,0.5819342985982022,0.5,0.4989078868355537,0.4989078868355537
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1220,61,openai/clip-vit-large-patch14,0.827601969242096,0.6937228441238403,0.05151830613613129,0.2269764440115566,0.1397070834595426,0.7897468849464699,0.0915573322413162,0.9084426677586838,0.9635495918536376,0.8660509503121783,0.8660509503121783,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01220_offset_+061.png,0.5582359610820672,0.13222430782076822,0.16143908545242314,0.2719278803644528,0.7088040159784186,0.542468985311267,0.8932338549802252,0.38649026387099517,False,1,0.38649026387099517,0.6979099388685129,0.5,0.48957913592836083,0.48957913592836083
seed_sweep,1159_3.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_3.png,1,1159_3_round42_seed_sweep_metric_best_001,round42_seed_sweep_metric_best,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",,1214,55,openai/clip-vit-large-patch14,0.8230245113372803,0.6577489376068115,0.04177960753440857,0.20440060551380118,0.14630876760507516,0.7907703540943287,0.0906431048494111,0.9093568951505889,0.8900170129776025,0.8521249752406745,0.8521249752406745,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01214_offset_+055.png,0.5176980312998826,0.3184599951307463,0.37914795230352816,0.2821775334095395,0.7140348394215192,0.584779150241024,0.2894818944967726,0.4397641974690605,False,1,0.4397641974690605,0.5614190094473493,0.5,0.48226055717731287,0.48226055717731287
