stage,target_name,target_path,prompt_index,prompt_id,prompt_source,prompt,negative_prompt,render_seed,seed_offset,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,render_path,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,seed_sweep_score,teal_belly_score,side_asymmetry_score
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1,1159_25_round44_conservative_micro_control_round43_best_001,round44_conservative_micro_1159_25_control_round43_best,"realistic orange juice still life, single clear glass, pale orange juice without milky creaminess, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9511521458625793,0.2611266076564789,0.012342100962996483,0.11109500872224856,0.8233507386559753,0.8621961805555557,0.060183838379499484,0.9398161616205005,0.9954606803633853,0.9160160738898523,0.9160160738898523,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_25\round44_conservative_micro_1159_25_control_round43_best_seed_01159_offset_+000.png,0.5837531885348588,1.0,1.0,1.0,1.0,1.0,1.0,0.8959382971337148,True,0,0.9259382971337148,1.0,0.5,0.8870442123375545,0.8870442123375545,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,3,1159_25_round44_conservative_micro_less_milky_smooth_003,round44_conservative_micro_1159_25_less_milky_smooth,"realistic orange juice still life, single clear glass, smooth pale orange juice without milky creaminess, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9593709111213684,0.27954164147377014,0.01387056801468134,0.11777337566140039,0.7926027379614544,0.8350095395688658,0.06032185502334823,0.9396781449766518,0.9954055246728007,0.903722748482378,0.903722748482378,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_25\round44_conservative_micro_1159_25_less_milky_smooth_seed_01159_offset_+000.png,1.0,0.7558894698479608,0.6086775151662716,0.6428462553505992,0.0,0.9770759155074726,0.996974283138301,0.7155814765077143,True,0,0.7455814765077143,0.21669286722245681,0.5,0.5631112591967622,0.5631112591967622,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,2,1159_25_round44_conservative_micro_no_creamy_clean_002,round44_conservative_micro_1159_25_no_creamy_clean,"realistic orange juice still life, single clear glass, pale orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9396259784698486,0.3365638852119446,0.016425281763076782,0.1281611554375068,0.7372589612207293,0.852010656286169,0.06620443405012283,0.9337955659498771,0.9845494651516928,0.9071431364415716,0.9071431364415716,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_25\round44_conservative_micro_1159_25_no_creamy_clean_seed_01159_offset_+000.png,0.0,0.0,0.0,0.0,0.6253481894150388,0.0,0.40143532792818215,0.08708484256765012,False,1,0.08708484256765012,0.4346334322443384,0.5,0.24220656971765184,0.24220656971765184,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,4,1159_25_round44_conservative_micro_less_milky_target_layout_004,round44_conservative_micro_1159_25_less_milky_target_layout,"realistic orange juice still life, single clear glass centered, pale orange juice without milky creaminess, orange slice on the rim, few citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9447256326675415,0.3252176344394684,0.014871788211166859,0.1219499414151842,0.7743472082275068,0.8400421142578125,0.06612386337066872,0.9338761366293313,0.9772317141032728,0.9003219420569362,0.9003219420569362,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_25\round44_conservative_micro_1159_25_less_milky_target_layout_seed_01159_offset_+000.png,0.25827660634235433,0.1504064189502835,0.36394940966781797,0.430798946329961,0.18511204423564326,0.013382509615676347,0.0,0.2196020529671299,False,1,0.2196020529671299,0.0,0.5,0.19736919072093534,0.19736919072093534,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,1,1159_29_round44_conservative_micro_control_001,round44_conservative_micro_1159_29_control,"single slender palm tree rising from shallow turquoise ocean, gentle surf and reflective foreground water, low sun reflection behind the tree, shallow turquoise sea, muted colors",,1159,0,openai/clip-vit-large-patch14,0.924449622631073,0.4507840871810913,0.01873445324599743,0.13687385888473164,0.7823966318373163,0.8583899603949652,0.10511333131042942,0.8948866686895706,0.9778489302033708,0.8950556022597582,0.8950556022597582,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_29\round44_conservative_micro_1159_29_control_seed_01159_offset_+000.png,0.7707705985259112,1.0,1.0,1.0,0.7542729562974235,1.0,1.0,0.8999465695655778,True,0,0.9299465695655779,1.0,0.5,0.8893690103480351,0.8893690103480351,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,6,1159_29_round44_conservative_micro_light_foam_around_roots_006,round44_conservative_micro_1159_29_light_foam_around_roots,"single slender palm tree rising from shallow turquoise ocean, light foam around the roots, reflective foreground water, low sunset reflection behind the tree, shadowed clouds, shallow turquoise sea, muted colors",,1159,0,openai/clip-vit-large-patch14,0.9339780211448669,0.5551459789276123,0.027312960475683212,0.16526633194841353,0.6941058867983972,0.8675955313223379,0.10640807769202805,0.8935919223079719,0.958873102582225,0.8949497824192871,0.8949497824192871,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_29\round44_conservative_micro_1159_29_light_foam_around_roots_seed_01159_offset_+000.png,1.0,0.4599002039600075,0.46391505895689733,0.39458963439299,1.0,0.8618021796886717,0.21737915674354133,0.6977140130893064,True,0,0.7277140130893064,0.9949232559699822,0.5,0.7706526392633928,0.7706526392633928,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,2,1159_29_round44_conservative_micro_slightly_stronger_surf_002,round44_conservative_micro_1159_29_slightly_stronger_surf,"single slender palm tree rising from shallow turquoise ocean, slightly stronger small surf and reflective foreground water, low sunset reflection behind the tree, shadowed clouds, shallow turquoise sea, muted colors",,1159,0,openai/clip-vit-large-patch14,0.9299605488777161,0.5885202288627625,0.026445243507623672,0.16261993576318887,0.7322556026851794,0.8635519522207756,0.1099166104900353,0.8900833895099647,0.9617558312906018,0.892478731085957,0.892478731085957,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_29\round44_conservative_micro_1159_29_slightly_stronger_surf_seed_01159_offset_+000.png,0.9033496802317245,0.2871798241230522,0.5138822858254708,0.6561825503055173,0.8920635399538444,0.4873106251521596,0.3362716560680703,0.6152777872188674,True,0,0.6452777872188674,0.8763736999651356,0.5,0.6896457525771811,0.6896457525771811,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,5,1159_29_round44_conservative_micro_moody_clouds_same_ocean_005,round44_conservative_micro_1159_29_moody_clouds_same_ocean,"single slender palm tree rising from shallow turquoise ocean, gentle surf and reflective foreground water, low sunset reflection behind the tree, moody shadowed clouds, shallow turquoise sea, muted colors",,1159,0,openai/clip-vit-large-patch14,0.926127552986145,0.5790029764175415,0.02710055187344551,0.1646224525192281,0.7181970628467417,0.8369745325159142,0.10617087798110104,0.893829122018899,0.9594935310997338,0.8813774385587229,0.8813774385587229,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_29\round44_conservative_micro_1159_29_moody_clouds_same_ocean_seed_01159_offset_+000.png,0.8111373999827928,0.33643406835436473,0.4760722974285,0.5597830268929839,0.1826245681787305,0.8871202523973377,0.24296751574675957,0.5396177327805707,True,0,0.5696177327805707,0.3437852901525673,0.5,0.4966381662554498,0.4966381662554498,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,3,1159_29_round44_conservative_micro_small_active_surf_no_beach_003,round44_conservative_micro_1159_29_small_active_surf_no_beach,"single slender palm tree rising from shallow turquoise ocean, small active surf around the trunk, reflective foreground water, low sunset glow behind the tree, shadowed clouds, no beach, muted colors",,1159,0,openai/clip-vit-large-patch14,0.892410933971405,0.6054646372795105,0.027894170954823494,0.1670154811831032,0.7177425371444385,0.8412481237340858,0.11286403844526101,0.887135961554739,0.9563588733676066,0.8803310168980185,0.8803310168980185,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_29\round44_conservative_micro_1159_29_small_active_surf_no_beach_seed_01159_offset_+000.png,0.0,0.19948812577657182,0.4308889621371159,0.5566663404102968,0.2967008100891586,0.17270992440802327,0.11368469727806937,0.18735459819905512,False,1,0.18735459819905512,0.2935828432842649,0.5,0.26086886307504614,0.26086886307504614,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,4,1159_29_round44_conservative_micro_gentle_visible_surf_004,round44_conservative_micro_1159_29_gentle_visible_surf,"single slender palm tree rising from shallow turquoise ocean, gentle but visible surf ripples, reflective foreground water, low sunset reflection behind the tree, shadowed clouds, muted colors",,1159,0,openai/clip-vit-large-patch14,0.91302090883255,0.6440111398696899,0.03603789582848549,0.18983649761962396,0.6365604353420762,0.8301329436125578,0.11448212148875418,0.8855178785112459,0.9536024157070433,0.8742115652459956,0.8742115652459956,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_29\round44_conservative_micro_1159_29_gentle_visible_surf_seed_01159_offset_+000.png,0.49582437121798734,0.0,0.0,0.0,0.0,0.0,0.0,0.1685802862141157,False,1,0.1685802862141157,0.0,0.5,0.1677765660041871,0.1677765660041871,,
