target_name,target,render_seed,candidate_index,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,combined_score,is_pareto,pareto_rank,selection_score
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,1,"small hedgehog with compact cubical wooden block body, visible vertical 4 by 4 peach wood tile sides, tiny face recessed into the upper front edge, orange spiky fur only on the flat top plane, straight cube silhouette, warm brown studio macro photo",,openai/clip-vit-large-patch14,0.4947458505630493,0.5145626068115234,0.014860923402011395,0.12190538709184018,0.6073906914621634,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.06199664154443478,0.4651495624541291,0.6569447263688373,0.6485105172263695,0.4797078480550646,False,1,0.4797078480550646
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,2,"compact cube hedgehog object, blocky peach beige wooden side walls, square tile grid visible on front and right side, small eyes and snout hidden below orange top quills, warm realistic object photo",,openai/clip-vit-large-patch14,0.6158164739608765,0.5033543109893799,0.02466966211795807,0.15706578913932234,0.6097601529718697,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.39669338282751904,0.5130537723762851,0.2942329473652656,0.652342843063413,0.47969336307919197,False,1,0.47969336307919197
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,3,"single cubical hedgehog made of carved peach wood blocks, vertical tiled cube sides, tiny face peeking from top front row, dense orange tan quills on top surface only, soft brown studio background",,openai/clip-vit-large-patch14,0.6299874782562256,0.5008389353752136,0.015198992565274239,0.12328419430435614,0.6771057256109595,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4358687733991601,0.5238044773332362,0.6427210660057034,0.7612664010017981,0.5818898242113307,False,1,0.5818898242113307
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,4,"warm peach wooden cube hedgehog, straight vertical tiled sides, small dark eyes under orange spiky top fur, dense quills forming a square cap, macro product render",,openai/clip-vit-large-patch14,0.6886398792266846,0.49256694316864014,0.01688678190112114,0.12994915121354636,0.674688581682943,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5980118839432967,0.5591589377638095,0.5739659256563443,0.7573569544506539,0.6075878806066084,False,1,0.6075878806066084
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,5,"tiny hedgehog embedded in a compact wooden cube, front wall made of small peach square blocks, face tucked into upper front, orange quill fur on top face only, shallow depth of field",,openai/clip-vit-large-patch14,0.6559683680534363,0.5890939831733704,0.02729702927172184,0.165218126341276,0.31958500744979856,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5076923000872816,0.1466027685721033,0.2101341158000174,0.18301860930959873,0.22075563589246194,False,1,0.22075563589246194
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,6,"small hedgehog with compact cubical wooden block body, visible vertical 4 by 4 peach wood tile sides, tiny face recessed into the upper front edge, orange spiky fur only on the flat top plane, warm realistic object photo",,openai/clip-vit-large-patch14,0.7491613626480103,0.46922773122787476,0.02719084918498993,0.16489648020800787,0.32118629616514005,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7653220266537658,0.6589106329340297,0.2134521905208283,0.18560850582879979,0.49112022808830386,False,1,0.49112022808830386
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,7,"small hedgehog with compact cubical wooden block body, visible vertical 4 by 4 peach wood tile sides, tiny face recessed into the upper front edge, orange spiky fur only on the flat top plane, soft brown studio background",,openai/clip-vit-large-patch14,0.7371624112129211,0.46048539876937866,0.024092653766274452,0.1552180845335828,0.34830901163714223,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7321512224452001,0.6962753256533001,0.31329371418231844,0.22947631412546843,0.5317005855723225,False,1,0.5317005855723225
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,8,"small hedgehog with compact cubical wooden block body, visible vertical 4 by 4 peach wood tile sides, tiny face recessed into the upper front edge, orange spiky fur only on the flat top plane, macro product render",,openai/clip-vit-large-patch14,0.7515436410903931,0.43205705285072327,0.022852981463074684,0.15117202605996483,0.40382205503425805,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7719077764344907,0.8177779583672257,0.35503251639898814,0.31926214505464406,0.6186451800211517,False,1,0.6186451800211517
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,9,"small hedgehog with compact cubical wooden block body, visible vertical 4 by 4 peach wood tile sides, tiny face recessed into the upper front edge, orange spiky fur only on the flat top plane, shallow depth of field",,openai/clip-vit-large-patch14,0.7194550633430481,0.4768214821815491,0.02982008084654808,0.17268491783172055,0.31681492197126393,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6831996976038832,0.6264549728092582,0.13310731669543163,0.17853832123286903,0.44671381999040877,False,1,0.44671381999040877
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,10,"small hedgehog with compact cubical wooden block body, visible vertical 4 by 4 peach wood tile sides, tiny face recessed into the upper front edge, orange spiky fur only on the flat top plane, gentle shadows and warm beige material",,openai/clip-vit-large-patch14,0.7215139269828796,0.48152175545692444,0.023389622569084167,0.15293666195220873,0.3481677847462072,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6888913751690803,0.6063660242975459,0.3368286795115435,0.2292478962082334,0.4894137323532131,False,1,0.4894137323532131
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,11,"small hedgehog with compact cubical wooden block body, visible vertical 4 by 4 peach wood tile sides, tiny face recessed into the upper front edge, dense orange tan quills on top surface only, straight cube silhouette, warm brown studio macro photo",,openai/clip-vit-large-patch14,0.5093691945075989,0.4693010449409485,0.010051967576146126,0.10025950117642779,0.7852828612585154,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.1024225138786339,0.6585972904279979,0.880241882581242,0.9362302188233694,0.6750265780553164,False,1,0.6750265780553164
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,12,"small hedgehog with compact cubical wooden block body, visible vertical 4 by 4 peach wood tile sides, tiny face recessed into the upper front edge, dense orange tan quills on top surface only, warm realistic object photo",,openai/clip-vit-large-patch14,0.5798996686935425,0.5095191597938538,0.023412762209773064,0.15301229430922558,0.317807414016675,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.2974022637855769,0.48670523411907574,0.3360484624159946,0.18014356060608022,0.3668660995258356,False,1,0.3668660995258356
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,13,"small hedgehog with compact cubical wooden block body, visible vertical 4 by 4 peach wood tile sides, tiny face recessed into the upper front edge, dense orange tan quills on top surface only, soft brown studio background",,openai/clip-vit-large-patch14,0.6176014542579651,0.5012915134429932,0.014205696061253548,0.11918765062393649,0.5282056311507138,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4016279166716786,0.5218701605460005,0.6849806694108145,0.5204379778344872,0.5361694891955124,False,1,0.5361694891955124
