target_name,target,render_seed,candidate_index,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,combined_score,is_pareto,pareto_rank,selection_score
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,1,"pale wooden cube hedgehog block, strict cube silhouette, tiny dark eyes and small snout on the upper front face, short amber quills only on the top surface, warm brown studio macro photo",,openai/clip-vit-large-patch14,0.5902000069618225,0.4768708348274231,0.014244471676647663,0.11935020601845504,0.7613813432053432,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.3489791227814924,0.7190432709626766,0.8369353411281603,0.9492334237196499,0.7331500933199904,False,1,0.7331500933199904
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,2,"single cube shaped hedgehog object, square tiled wooden sides, tiny face embedded in the top front edge, dense orange spines forming a flat top cap, soft brown product photograph",,openai/clip-vit-large-patch14,0.5565570592880249,0.4795280396938324,0.015993019565939903,0.12646351080821655,0.5634896706103317,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.23562998702007956,0.7045621759209182,0.7642725964311626,0.5672339388143017,0.618698784266518,False,1,0.618698784266518
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,3,"wooden block cube animal sculpture, flat 4 by 4 tiled front, small hedgehog eyes and nose peeking from upper front, spiky tan fur on top plane, warm close up render",,openai/clip-vit-large-patch14,0.6669802069664001,0.5187486410140991,0.021485408768057823,0.14657901885351063,0.5819578989412274,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6076654126539314,0.490819809837874,0.5587917308214927,0.6028840175518461,0.5443538759998008,False,1,0.5443538759998008
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,4,"cubical hedgehog toy made from pale wood tiles, front face visible and square, small snout tucked under the spiky top, orange quill crown on top, shallow depth of field",,openai/clip-vit-large-patch14,0.6544917225837708,0.5156396627426147,0.02233937755227089,0.1494636328752613,0.5943803070625735,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5655894648069645,0.5077629557733867,0.5293252622240076,0.6268635687952663,0.5445695160229235,False,1,0.5445695160229235
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,5,"beige wooden cube with hedgehog face carved into the upper front, square tile seams on every side, soft orange spikes covering only the top, warm studio object photo",,openai/clip-vit-large-patch14,0.6653681993484497,0.4271852970123291,0.012205637991428375,0.11047912921193928,0.7455238574896896,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6022342693395242,0.9898168964353453,0.9275538100720341,0.9186229826847183,0.9049881023481845,True,0,0.9349881023481845
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,6,"small hedgehog cube sculpture, block body like a wooden dice, tiny organic face on front top row, dense tan quills rising from top surface, brown background",,openai/clip-vit-large-patch14,0.5430697798728943,0.508392333984375,0.021338369697332382,0.1460765884641765,0.6326852044892312,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.1901889192426442,0.5472590660935361,0.5639240810000968,0.7008052910236744,0.5277407920332422,False,1,0.5277407920332422
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,7,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, short amber quills only on the top surface, warm brown studio macro photo",,openai/clip-vit-large-patch14,0.7106375694274902,0.5568020343780518,0.03034704178571701,0.17420402344870514,0.5207002596191717,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7547549112486519,0.28343843216131326,0.27660100295570333,0.4846355518095196,0.3930078421129334,False,1,0.3930078421129334
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,8,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, short amber quills only on the top surface, soft brown product photograph",,openai/clip-vit-large-patch14,0.7551292181015015,0.46628865599632263,0.029689662158489227,0.17230688366542188,0.5149514444560328,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9046552700013224,0.776713471457653,0.2959803755260513,0.47353834694820474,0.6391230971509935,False,1,0.6391230971509935
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,9,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, short amber quills only on the top surface, realistic warm close up render",,openai/clip-vit-large-patch14,0.6750876307487488,0.5879008769989014,0.029780004173517227,0.17256883894120986,0.5720821113200046,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6349807801387035,0.11395759860790744,0.2933044900003796,0.5838203261146511,0.32195299961737,False,1,0.32195299961737
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,10,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, short amber quills only on the top surface, shallow depth of field, square crop",,openai/clip-vit-large-patch14,0.6887465119361877,0.5723734498023987,0.030898509547114372,0.17577971881623425,0.5539972375422983,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6810000051208783,0.1985781530216847,0.26050520028803104,0.5489102544725754,0.35339326058001114,False,1,0.35339326058001114
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,11,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, short amber quills only on the top surface, gentle shadows on a brown studio surface",,openai/clip-vit-large-patch14,0.6869694590568542,0.5019248723983765,0.028079820796847343,0.1675703458158613,0.5652567506737897,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6750127946651292,0.5825050973987269,0.34436433357121554,0.5706450155169019,0.54638108284682,False,1,0.54638108284682
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,12,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, short amber quills only on the top surface, macro object render with warm beige material",,openai/clip-vit-large-patch14,0.6442360877990723,0.5081940293312073,0.025171900168061256,0.1586565478259919,0.6220013784408918,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5310363884593877,0.5483397763413784,0.43541920142261925,0.6801818054885541,0.5495285590047632,False,1,0.5495285590047632
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,13,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, dense orange spines forming a flat top cap, warm brown studio macro photo",,openai/clip-vit-large-patch14,0.6925952434539795,0.5556512475013733,0.026257632300257683,0.1620420695383075,0.6007709082113161,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.693967073153956,0.28970992983341726,0.4008359370864403,0.639199642946558,0.44247164540473083,False,1,0.44247164540473083
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,14,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, dense orange spines forming a flat top cap, soft brown product photograph",,openai/clip-vit-large-patch14,0.7367656230926514,0.4374575912952423,0.021442554891109467,0.14643276577019732,0.6088032654702358,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8427850188001501,0.9338354884196391,0.5602857129814081,0.6547048751538904,0.7896418402359199,False,1,0.7896418402359199
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,15,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, dense orange spines forming a flat top cap, realistic warm close up render",,openai/clip-vit-large-patch14,0.6828655004501343,0.5940622687339783,0.026116440072655678,0.1616058169517907,0.6196566907940406,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6611858207096152,0.08037957064586976,0.4052922778808207,0.6756557460459516,0.3515382846824381,False,1,0.3515382846824381
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,16,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, dense orange spines forming a flat top cap, shallow depth of field, square crop",,openai/clip-vit-large-patch14,0.6991292238235474,0.5518743395805359,0.026264693588018417,0.16206385651346947,0.6190105973033809,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7159812270608498,0.31029312357094996,0.4006133821052179,0.6744085617789419,0.4620334784428869,False,1,0.4620334784428869
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,17,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, dense orange spines forming a flat top cap, gentle shadows on a brown studio surface",,openai/clip-vit-large-patch14,0.7102665305137634,0.5294986367225647,0.02574148029088974,0.16044151673083168,0.5916596776980747,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7535048144791128,0.43223504976886706,0.41718565967826204,0.6216118115978636,0.5152909888230822,False,1,0.5152909888230822
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,18,"pale wooden cube hedgehog block, flat square front face visible, tiny dark eyes and small snout on the upper front face, dense orange spines forming a flat top cap, macro object render with warm beige material",,openai/clip-vit-large-patch14,0.726087212562561,0.475176602602005,0.0208088718354702,0.1442528052949758,0.6309071312093075,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8068075350009524,0.7282764084558512,0.5825541122897803,0.6973729936048496,0.7047309352342018,False,1,0.7047309352342018
