target_name,target,render_seed,candidate_index,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,1,"small hedgehog with compact cubical wooden block body, warm peach beige 4 by 4 cube grid sides, tiny face mostly hidden below orange spiky fur, amber quill fur only on the top surface, realistic studio object photo",,openai/clip-vit-large-patch14,0.7996183633804321,0.37351393699645996,0.008767629973590374,0.09363562342180659,0.8200574231724082,0.754087660047743,0.0655858823016027,0.9344141176983973,0.9887106466220487,0.8641265175403331,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8978609981985088,1.0,1.0,1.0,0.7212947854888662,0.9699945609419336,0.8837101938433937,0.9532447074830208,True,0,0.9832447074830208
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,2,"compact cubical wooden hedgehog body, warm peach beige 4 by 4 cube grid sides, tiny face mostly hidden under orange spiky top fur, amber quills on the top surface, realistic studio object photo",,openai/clip-vit-large-patch14,0.6790853142738342,0.5362941026687622,0.021600475534796715,0.1469710023603184,0.5741549188793842,0.6719100387008101,0.07521205257505693,0.9247879474249431,0.9717907165046223,0.8203934423150191,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5442068358726354,0.4455042564838081,0.4643364255100656,0.674903005862167,0.4371474074001699,0.714746269350647,0.6559573580082244,0.5320748089863067,False,1,0.5320748089863067
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,3,"unified cube hedgehog sculpture, body hidden inside a peach wood 4 by 4 block cube, tiny eyes and nose barely visible at the top front, orange tan quills covering the top plane, warm brown macro photo",,openai/clip-vit-large-patch14,0.5878830552101135,0.48191556334495544,0.014024246484041214,0.11842401143366667,0.7183838351161933,0.7160446732132524,0.07532107067508022,0.9246789293249198,0.9796161647690688,0.8417809611634993,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.27661169271084274,0.6307397762361345,0.751042613879535,0.8655817761786763,0.589752708868675,0.7118555367962679,0.7612927832457949,0.6493919974067677,False,1,0.6493919974067677
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,4,"solid pale wooden cube with hedgehog identity, square block grid on the sides, tiny central face submerged below a tan orange quill crown, compact cubical silhouette, realistic warm studio render",,openai/clip-vit-large-patch14,0.5441572666168213,0.5839200019836426,0.021147243678569794,0.14542091898543963,0.663051012056731,0.58251953125,0.07830949397056558,0.9216905060294345,0.9466131589212954,0.7740480979570612,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.1483165300843418,0.2832709872021233,0.47990438842455496,0.7924286600462918,0.12805987356984455,0.6326142685602644,0.3170516947336399,0.39240318891374387,False,1,0.39240318891374387
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,5,"small cubical hedgehog object, peach wooden grid sides, face reduced to tiny dark eyes and nose under top fur, orange spines rising only from the flat top, soft brown studio photo",,openai/clip-vit-large-patch14,0.7277663946151733,0.5421501994132996,0.02393944561481476,0.1547237719770778,0.5422168316841904,0.6706288655598959,0.0867287691230965,0.9132712308769035,0.968372692932842,0.8151024588954376,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6870412436706907,0.425555998629089,0.3864729816241982,0.6326790513907767,0.4327174667070516,0.4093681033592678,0.6099486241646571,0.48591938831378345,False,1,0.48591938831378345
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,6,"single compact cube animal sculpture, pale wooden block sides in a 4 by 4 grid, hidden hedgehog face in the top front edge, dense amber quill fur forming the top cap, warm product photography",,openai/clip-vit-large-patch14,0.7522314786911011,0.48125219345092773,0.015222273766994476,0.12337857904431578,0.6581916139300458,0.6926201714409723,0.07624411214312046,0.9237558878568796,0.9555292076034972,0.8260994794190448,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7588238699232832,0.6329994850962155,0.7012823712564906,0.7860042613650083,0.5087572912290305,0.6873800962947736,0.4370672833160341,0.6637787309212192,False,1,0.6637787309212192
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,7,"warm peach cube hedgehog, vertical square tile sides, tiny face almost buried in orange fur, top surface filled with upward tan quills, realistic object render",,openai/clip-vit-large-patch14,0.7409557104110718,0.4415462613105774,0.022092577069997787,0.14863571936112055,0.6416373406997679,0.6467539469401041,0.0739137317205337,0.9260862682794663,0.9734205384924388,0.8098535777193479,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7257398119390889,0.7682541107026893,0.447617161919722,0.7641185775133029,0.3501646327760896,0.7491726477171567,0.6778957807473,0.6700834881495645,False,1,0.6700834881495645
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,8,"hedgehog fused into a closed wooden cube, straight cubical block body, 4 by 4 carved side grid, small dark face beneath top bristles, tan orange spines on top, warm studio macro",,openai/clip-vit-large-patch14,0.7354520559310913,0.4500950574874878,0.0189410001039505,0.13762630600270612,0.5848485224695068,0.7405276828342015,0.08173332153732371,0.9182666784626763,0.9562136344045604,0.8458735216182394,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.709591624124416,0.7391334185550533,0.5581880780728502,0.6890405535607775,0.6744081524978263,0.5418277862633354,0.4462800958857022,0.6577899137481664,False,1,0.6577899137481664
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,9,"wooden cube hedgehog, 4 by 4 grid sides, hidden tiny face, orange quills on top, warm studio photo",,openai/clip-vit-large-patch14,0.6151657104492188,0.5339967012405396,0.017153726890683174,0.13097223709887212,0.6842354858453751,0.6458186396846065,0.07394911386499457,0.9260508861350054,0.9735410962246627,0.8094444172502573,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.35666131110287597,0.45333014428676077,0.6250169336067954,0.8204357304536478,0.3469306002012723,0.748234451978881,0.6795185631822913,0.5523286078045321,False,1,0.5523286078045321
1159_7.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,10,"cubical wooden hedgehog, peach block sides, tiny buried face, tan spiky top fur, realistic macro",,openai/clip-vit-large-patch14,0.7514758110046387,0.45901060104370117,0.01867375150322914,0.1366519356000095,0.6378614804322933,0.6767171223958334,0.07469756247159365,0.9253024375284064,0.9700029018703633,0.8223791385871398,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7566066770070379,0.7087634350092342,0.5679739789734024,0.7591266770575934,0.4537689669659696,0.7283885295869705,0.6318922554886375,0.6754953773592873,False,1,0.6754953773592873
