stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,teal_belly_score,side_asymmetry_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,stage1_selection_score,stage1_combined_score,validation_count,validation_mean_selection,validation_mean_combined,validation_mean_clip,validation_mean_visual,validation_mean_region,validation_mean_heuristic,validation_worst_selection,validation_best_selection,robustness_score,rank,render_path
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,343,9338_round40_9338_blend_round38_round39_mix_343,round40_9338_blend_round38_round39_mix,"compact jewel-bellied fantasy hamster, head turned left with compact body, side facing orange face, teal spiral belly jewel, painted rainbow bristles behind the shoulders, small body with tiny paws, yellow orange painterly aura, storybook painterly illustration",,openai/clip-vit-large-patch14,0.7726691961288452,0.5591737627983093,0.020908113569021225,0.14459638159034693,0.5302259861491597,0.8721143934461807,0.05516534048225436,0.9448346595177456,0.9746226294909215,0.9180681337801766,0.8638800063828469,0.6967053041909149,0.8694431323151209,0.8959419627984365,7.0,0.34110567882662657,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6164750995815168,0.813683222089602,0.7272546553262154,0.6075883710502847,0.9611954827829132,0.7330767563476204,0.8698194378444671,0.7624148750543417,False,1,0.7624148750543417,0.8507293355100245,0.6966892547858123,0.7866816938649929,0.7624148750543417,0.7624148750543417,3,0.7142809331757395,0.7142809331757395,0.8039302825927734,0.8812246127762542,0.8329497316007736,0.6547559471883194,0.6315764137156761,0.7834813969642089,0.7355396100423557,1,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_01_candidate_343.png
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,302,9338_round40_9338_blend_round38_round39_mix_302,round40_9338_blend_round38_round39_mix,"orange teal fantasy hamster with scales, single creature looking left, orange rounded snout and small ears, blue green glowing belly patch, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,openai/clip-vit-large-patch14,0.9064908027648926,0.4940861165523529,0.014143700711429119,0.11892729170139678,0.6791606807142457,0.8228934959129051,0.06466547346816773,0.9353345265318322,0.9859077942204469,0.8948507162910379,0.8675421349737509,0.7237129050470283,0.9988336628235858,0.8919770742456118,11.0,0.34373838721664807,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,1.0,1.0,0.9031081009432929,0.9201640498039461,0.8868236449416133,0.5184598420613853,0.9443279061163712,0.9161589413755912,True,0,0.9461589413755912,0.8662624530226676,0.7599902857059063,0.8864344349363706,0.9461589413755912,0.9161589413755912,3,0.5876149385179393,0.5776149385179394,0.8302956819534302,0.8668416856748129,0.8386148728983184,0.5941809965696107,0.5822951211043204,0.5972845899980549,0.7312028997815315,2,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_02_candidate_302.png
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,616,9338_round40_9338_blend_round38_round39_mix_616,round40_9338_blend_round38_round39_mix,"orange teal fantasy hamster with scales, side facing orange face, small orange muzzle and black eye, blue green glowing belly patch, rainbow scale quills on shoulder and back, compact cute body, yellow orange painterly aura, vertical storybook painting",,openai/clip-vit-large-patch14,0.8491597175598145,0.5280749797821045,0.010979710146784782,0.10478411209140813,0.716183402117684,0.8600136085792824,0.06011751819913749,0.9398824818008625,0.9727564072124508,0.9105162739334691,0.8893651077865841,0.6334041909871139,0.5400986721251246,0.8305464784304301,8.0,0.2858649789029536,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8356924618013194,0.9027051084644508,1.0,0.9978652349158554,0.9429114275345302,0.6212024170967457,0.8574980081838123,0.8893313925753183,True,0,0.9193313925753184,0.9588257786303236,0.5483226617834148,0.8470199395441772,0.9193313925753184,0.8893313925753183,3,0.6041508376888949,0.594150837688895,0.8423287471135458,0.8796621040633682,0.8440317870111983,0.5713971012598383,0.5844845476961976,0.6196879160970512,0.7239679170222637,3,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_03_candidate_616.png
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,542,9338_round40_9338_blend_round38_round39_mix_542,round40_9338_blend_round38_round39_mix,"cute spiny fantasy hamster, head turned left with compact body, short ears with warm orange snout, blue green glowing belly patch, short colorful scales around the back, small body with tiny paws, yellow orange painterly aura, vertical storybook painting",,openai/clip-vit-large-patch14,0.7988585829734802,0.5869019031524658,0.01964246854186058,0.1401515912926449,0.5693602786601665,0.8083925600405092,0.05638331511346022,0.9436166848865398,0.9743583292837991,0.8889141575852779,0.8729096017880295,0.6348552257940625,0.5951352076371759,0.8163554817438126,15.0,0.3673469387755102,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6915323510530752,0.7343099759176424,0.7577049631586223,0.689721201683825,0.8649130072796359,0.705561567095439,0.8680744386292482,0.7491003233497657,False,1,0.7491003233497657,0.8890288553217252,0.5517236302615163,0.7435478055927955,0.7491003233497657,0.7491003233497657,3,0.7434086537566468,0.7334086537566469,0.8222348491350809,0.8882847178497054,0.8520194366364074,0.6191537111710178,0.626347154690807,0.847991388592503,0.7212079421585432,4,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_04_candidate_542.png
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,74,9338_round40_9338_blend_round38_round39_mix_074,round40_9338_blend_round38_round39_mix,"small magical spiny hamster, side facing orange face, painted rainbow bristles behind the shoulders, soft fantasy creature portrait",,openai/clip-vit-large-patch14,0.8101699352264404,0.5705512166023254,0.018745891749858856,0.13691563734599074,0.5720848028144383,0.8458975332754631,0.05885216432972899,0.941147835670271,0.9676570534557731,0.903587043149708,0.8603197807861631,0.7270722219482298,0.43680493593893055,0.9530337750911713,5.0,0.6926970354302241,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7239500252647848,0.7811146679037856,0.7798737916538732,0.6954392782494575,0.921582306854813,0.6497879477767139,0.8238303527536188,0.7737564969237828,False,1,0.7737564969237828,0.835628445087398,0.7678639292837369,0.8002739774041291,0.7737564969237828,0.7737564969237828,3,0.6476278294631874,0.6376278294631875,0.7914889057477316,0.8686609146683527,0.8321659194217078,0.6298073861816276,0.5683214110223541,0.8038893799542121,0.7098538708946339,5,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_05_candidate_074.png
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,441,9338_round40_9338_blend_round38_round39_mix_441,round40_9338_blend_round38_round39_mix,"colorful fantasy hamster creature, single creature looking left, side facing orange face, blue green oval belly medallion, multicolor scales on shoulder, small body with tiny paws, yellow orange painterly aura, warm brushwork fantasy portrait",,openai/clip-vit-large-patch14,0.815798282623291,0.5641629099845886,0.014362746849656105,0.11984467801974398,0.5678236463844641,0.8977960657190395,0.058579775017882085,0.941420224982118,0.9760767097515475,0.9287206502676186,0.8990724503830314,0.552296519052371,0.054975302810289506,0.9123437951008478,9.0,0.2789351851851852,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7400805398293611,0.79940152837532,0.8968232834549733,0.6864962051309732,1.0,0.6559414778041167,0.8794197667329059,0.8111226717776717,False,1,0.8111226717776717,1.0,0.358220650266319,0.764369878947426,0.8111226717776717,0.8111226717776717,3,0.6713624679576483,0.6613624679576483,0.8018737236658732,0.8937905998754344,0.8590482436409994,0.5620722992424846,0.5487889728146151,0.7945281243716911,0.7038082977177849,6,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_06_candidate_441.png
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,692,9338_round40_9338_blend_round38_round39_mix_692,round40_9338_blend_round38_round39_mix,"small rainbow quilled hamster creature, side facing orange face, small orange muzzle and black eye, clear turquoise chest gem, multicolor scales on shoulder, small clawed paws near torso, yellow orange painterly aura, storybook painterly illustration",,openai/clip-vit-large-patch14,0.7872587442398071,0.6163774132728577,0.018844446167349815,0.1372750748218693,0.510695301611045,0.8627505832248265,0.05333724285853932,0.9466627571414606,0.9670391998232902,0.9129775674153412,0.8854518766214733,0.6697035303582459,0.6324579972824342,0.866059919198354,6.0,0.35327839484055895,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6582878914546947,0.6499347927662327,0.7774113623706146,0.5665984795152605,0.9470469440471361,0.7743751962323547,0.8197510744377171,0.7257973641318236,False,1,0.7257973641318236,0.9422275958978057,0.6334018813761796,0.7672190019106061,0.7257973641318236,0.7257973641318236,3,0.6407803330214319,0.6307803330214319,0.7881730993588766,0.8690881726855774,0.8579943170686701,0.5891340235952551,0.5632322151127481,0.7460056842258039,0.6979212513885702,7,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_07_candidate_692.png
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,213,9338_round40_9338_blend_round38_round39_mix_213,round40_9338_blend_round38_round39_mix,"colorful fantasy hamster creature, soft left profile pose, short ears with warm orange snout, blue green oval belly medallion, rainbow scale quills on shoulder and back, tiny paws close to the belly, yellow orange painterly aura, storybook painterly illustration",,openai/clip-vit-large-patch14,0.850257158279419,0.556973397731781,0.024584786966443062,0.15679536653371828,0.6301329938656939,0.7470460114655673,0.0527448709956826,0.9472551290043174,0.9742573117126456,0.8625614626535455,0.8501242611163982,0.6555487228672193,0.788455594627851,0.7628603130578995,8.0,0.3566084788029925,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8388376627392083,0.8199818817134723,0.6436820181737712,0.817267524993799,0.7722195418739194,0.787757432197348,0.8674074865132991,0.7941547240310998,False,1,0.7941547240310998,0.792383594121138,0.6002255207127098,0.7515993616864701,0.7941547240310998,0.7941547240310998,3,0.7130313682866563,0.7030313682866564,0.8468858997027079,0.858627408777718,0.827905625909335,0.6350612780809642,0.6639091159398742,0.7960505705214985,0.6940763104126229,8,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_08_candidate_213.png
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,10,9338_round40_9338_blend_round38_round39_mix_010,round40_9338_blend_round38_round39_mix,"colorful fantasy hamster creature, orange rounded snout and small ears, teal spiral belly jewel, rainbow scale quills on shoulder and back, orange yellow flame aura, storybook painterly illustration",,openai/clip-vit-large-patch14,0.8466238975524902,0.542327880859375,0.020820021629333496,0.1442914468335996,0.6059405321916599,0.8474307590060765,0.0640841383559985,0.9359158616440015,0.9681902308498487,0.9025524392981047,0.8734847873583702,0.7632129303316078,0.8582171369921331,0.9240759760141373,6.0,0.5819793205317577,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8284249499231123,0.8619054366717771,0.7293436981358519,0.7664937603544358,0.9238989817048437,0.5315927474770268,0.8273505699504347,0.808223844907695,False,1,0.808223844907695,0.8914685361887135,0.8525713459490886,0.844697551274533,0.808223844907695,0.808223844907695,3,0.5841682519326098,0.5841682519326098,0.8312808672587076,0.8523041500855131,0.8182983638560986,0.5736583669357701,0.4748604199143644,0.665105788796712,0.6848709061788099,9,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_09_candidate_010.png
stage3_fixed_seed_final,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,747,9338_round40_9338_blend_round38_round39_mix_747,round40_9338_blend_round38_round39_mix,"compact orange teal quilled hamster, single creature looking left, small orange muzzle and black eye, blue green oval belly medallion, rainbow scale quills on shoulder and back, small body with tiny paws, yellow orange painterly aura, warm brushwork fantasy portrait",,openai/clip-vit-large-patch14,0.7964270114898682,0.6191862225532532,0.01776701956987381,0.1332929839484202,0.546994868097554,0.7509143970630787,0.056096463801902245,0.9439035361980977,0.9503749816762428,0.8583527126829682,0.8618163514793526,0.777562571348172,0.7298471515130309,0.8891868939002355,5.0,0.6933572710951525,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6845636093486879,0.6418944298852256,0.8046918153935239,0.642781948156449,0.7780645987660909,0.7120418072601615,0.7097282791269054,0.7015448873128028,False,1,0.7015448873128028,0.8419762310447317,0.886204361873795,0.7745981816778734,0.7015448873128028,0.7015448873128028,3,0.565302740845557,0.555302740845557,0.7876968383789062,0.8187668461982097,0.8130309702133927,0.658309860044363,0.3828845041669769,0.7830785500220927,0.679344194145757,10,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-001759_round40_9338_blend\9338\rank_10_candidate_747.png
