stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,teal_belly_score,side_asymmetry_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,1,9338_round40_9338_blend_round38_round39_mix_001,round40_9338_blend_round38_round39_mix,"colorful fantasy hamster creature, three quarter left profile, orange rounded snout and small ears, teal spiral belly jewel, rainbow scale quills on shoulder and back, orange yellow flame aura, storybook painterly illustration",,openai/clip-vit-large-patch14,0.8188378214836121,0.5893344879150391,0.02817140519618988,0.1678433948542208,0.5693582103397876,0.7793720386646412,0.05919740973338665,0.9408025902666134,0.9759271800020662,0.8751837599928165,0.8508360977125597,0.6332643320915134,0.5457845658601443,0.7127351661523182,7.0,0.5846994535519126,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7487916804891289,0.7273465753171062,0.5679943387180317,0.6897168608104766,0.8210635527186558,0.6419885303038869,0.8784325208342457,0.723617146117874,False,1,0.723617146117874,0.7954028877432793,0.5479948573137761,0.7099607472987731
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,2,9338_round40_9338_blend_round38_round39_mix_002,round40_9338_blend_round38_round39_mix,"compact orange teal quilled hamster, head turned left with glossy black eye, blue green oval belly medallion, short colorful scales around the back, tiny paws close to the belly, dark teal multicolor fire background",,openai/clip-vit-large-patch14,0.8067747950553894,0.6931262612342834,0.031666845083236694,0.17795180550709985,0.4251778510479445,0.5295698377821181,0.06339121362541215,0.9366087863745879,0.9604816401284574,0.7582158302587505,0.788885600212067,0.5971620183249289,0.8330679916256989,0.4832931707302729,9.0,0.2931098696461825,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7142197520395464,0.4302372174925496,0.49874377897043576,0.38711931092326907,0.44361718933458577,0.5472465670321397,0.7764558510028957,0.5209252897511735,False,1,0.5209252897511735,0.5326364846104183,0.463377430827032,0.5049786228437239
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,3,9338_round40_9338_blend_round38_round39_mix_003,round40_9338_blend_round38_round39_mix,"small magical spiny hamster, side facing orange face, clear turquoise chest gem, painted rainbow bristles behind the shoulders, rounded compact cute body, soft fantasy creature portrait",,openai/clip-vit-large-patch14,0.7192041873931885,0.6176614761352539,0.022429879754781723,0.14976608345944592,0.5344797723215564,0.7520525896990741,0.07511720378139596,0.924882796218604,0.9622064969264381,0.8545739434263824,0.821342383826974,0.5316604703101284,0.13989922846795766,0.899022343258063,13.0,0.24122979897516753,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.46324751050478663,0.6462590959335034,0.6918381333370407,0.6165159758907323,0.7797843861409388,0.2823454516520082,0.7878439380256476,0.6078430118843697,False,1,0.6078430118843697,0.6703036968500433,0.30985340852349774,0.5720939887340851
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,4,9338_round40_9338_blend_round38_round39_mix_004,round40_9338_blend_round38_round39_mix,"orange colorful fantasy hamster, three quarter left profile, teal belly jewel, rainbow scale quills, compact cute body, painterly flame aura",,openai/clip-vit-large-patch14,0.8093007206916809,0.6581354141235352,0.028778422623872757,0.16964204261878232,0.5257838629129995,0.5814327663845487,0.048384395452740335,0.9516156045472597,0.9600303625177274,0.7867162789681332,0.8013063174891906,0.6469661678866765,0.95115963073765,0.5004232972860336,6.0,0.37037037037037035,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7214589072288716,0.5304003400825756,0.5556721875152438,0.5982654950763229,0.5219810857545418,0.8862646643839399,0.7734763638313065,0.6212657003852037,False,1,0.6212657003852037,0.5853196322028003,0.5801095325843615,0.5997311655707469
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,5,9338_round40_9338_blend_round38_round39_mix_005,round40_9338_blend_round38_round39_mix,"storybook orange teal hamster creature, head turned left, small ears, turquoise belly medallion, multicolor scales on shoulder, tiny claws, warm fire ribbons",,openai/clip-vit-large-patch14,0.8189408779144287,0.627386212348938,0.024866893887519836,0.15769240275777346,0.4153748208807373,0.8008660210503473,0.06471085315750891,0.9352891468424911,0.9473166089922119,0.8772042326659705,0.8541075522460652,0.6722329433858569,0.7464674562769351,0.9289284149805704,10.0,0.2423368193292463,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7490870341944087,0.6184215319430135,0.6375366148296759,0.366545267935466,0.8535405503490383,0.5174346723177504,0.6895358699283421,0.6537467584168939,False,1,0.6537467584168939,0.8092789400021828,0.6393303773252839,0.6980819221402963
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,6,9338_round40_9338_blend_round38_round39_mix_006,round40_9338_blend_round38_round39_mix,"compact jewel-bellied fantasy hamster, side facing orange snout, black glossy eye, rainbow quilled back, blue green belly gem, dark teal orange aura",,openai/clip-vit-large-patch14,0.7693421840667725,0.6436811089515686,0.025173941627144814,0.15866298127523262,0.5480331337204891,0.6317246048538774,0.052882419397620645,0.9471175806023794,0.9535472755668567,0.806476680508449,0.8387668784424326,0.63193462726282,0.6018416464015581,0.8980966707070669,10.0,0.3207948899929028,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.606940077533337,0.5717765415878147,0.6308873889601379,0.6449610010813784,0.5979710949341417,0.7846500847915049,0.73067283459977,0.6245155584852966,False,1,0.6245155584852966,0.7442106380570213,0.5448782648062017,0.6262883767183279
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,7,9338_round40_9338_blend_round38_round39_mix_007,round40_9338_blend_round38_round39_mix,"small magical hamster in left profile, rounded body, clear teal chest jewel, colored scale armor, short quills, vertical storybook painting",,openai/clip-vit-large-patch14,0.739093542098999,0.7149839997291565,0.042748142033815384,0.20675623819806593,0.6134992773507509,0.6258041946976273,0.07086342638077743,0.9291365736192225,0.981714036237448,0.8031524956281498,0.778104669953229,0.5195698143743528,0.06015092403062783,0.6796670059363047,5.0,0.4122905027932961,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5202492382129273,0.36766830244247095,0.30141077029481167,0.7823576254231376,0.5890254680528573,0.37844227273177067,0.9166392997818265,0.4955378717275763,False,1,0.4955378717275763,0.48690858280432636,0.28151505335777016,0.4614698867184607
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,8,9338_round40_9338_blend_round38_round39_mix_008,round40_9338_blend_round38_round39_mix,"cute spiny fantasy hamster, orange face turned left, turquoise oval belly, rainbow shoulder scales, tiny paws, yellow orange flame background",,openai/clip-vit-large-patch14,0.786127507686615,0.6113274097442627,0.028907060623168945,0.1700207652705073,0.512926470366064,0.6909948278356483,0.06197854904593685,0.9380214509540632,0.9595754122620554,0.8311702628123748,0.8257167949956479,0.4931832576158269,0.03842789411991099,0.754771093527476,10.0,0.36619204089083607,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6550458336336978,0.6643906909305086,0.553077639616304,0.5712811297872509,0.6875272719509853,0.5791599848146072,0.7704726286176463,0.6411883834963181,False,1,0.6411883834963181,0.6888579996400653,0.21966963975939133,0.5632956771678659
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,9,9338_round40_9338_blend_round38_round39_mix_009,round40_9338_blend_round38_round39_mix,"three quarter left profile, orange rounded snout and small ears, teal spiral belly jewel, rainbow scale quills on shoulder and back, orange yellow flame aura, storybook painterly illustration",,openai/clip-vit-large-patch14,0.7903144955635071,0.6755867004394531,0.04155385121703148,0.20384761763884188,0.31397694898760214,0.5286786114728009,0.07479435983883226,0.9252056401611677,0.9714921770604509,0.7560257846312592,0.7799449528458562,0.5115090522422988,0.41865381363098264,0.49288293719291687,8.0,0.38676933846692335,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6670454960866061,0.4804451239346933,0.3213371077514585,0.15373717292626257,0.4422705633712614,0.2896387991084863,0.8491511338203191,0.46115624289201823,False,1,0.46115624289201823,0.49471424274174225,0.26262205520961474,0.42405566565400665
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,10,9338_round40_9338_blend_round38_round39_mix_010,round40_9338_blend_round38_round39_mix,"colorful fantasy hamster creature, orange rounded snout and small ears, teal spiral belly jewel, rainbow scale quills on shoulder and back, orange yellow flame aura, storybook painterly illustration",,openai/clip-vit-large-patch14,0.8466238975524902,0.542327880859375,0.020820021629333496,0.1442914468335996,0.6059405321916599,0.8474307590060765,0.0640841383559985,0.9359158616440015,0.9681902308498487,0.9025524392981047,0.8734847873583702,0.7632129303316078,0.8582171369921331,0.9240759760141373,6.0,0.5819793205317577,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8284249499231123,0.8619054366717771,0.7293436981358519,0.7664937603544358,0.9238989817048437,0.5315927474770268,0.8273505699504347,0.808223844907695,False,1,0.808223844907695,0.8914685361887135,0.8525713459490886,0.844697551274533
