target_name,target,render_seed,candidate_index,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,combined_score,is_pareto,pareto_rank,selection_score
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,1,"single tall clear glass of pale creamy orange juice, orange slice on the rim, tiny pale citrus cubes scattered on warm brown tabletop, realistic food photography",,openai/clip-vit-large-patch14,0.920291006565094,0.5122882127761841,0.025707431137561798,0.16033537082491123,0.6136960238989078,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.856221934570649,0.5642346408066844,0.8077358293607599,0.7119134405060499,0.7031238871889216,False,1,0.7031238871889216
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,2,"photorealistic orange juice still life, centered straight glass, small orange garnish on rim, scattered pale citrus cubes, smooth warm brown studio surface",,openai/clip-vit-large-patch14,0.8992512822151184,0.6078022718429565,0.0505717433989048,0.22488162085618468,0.43159161980512833,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.724734455174469,0.2271885903330676,0.17450679800343893,0.3186788815125358,0.37769911005399054,False,1,0.37769911005399054
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,3,"pale orange smoothie in a cylindrical clear glass, orange wheel attached to the rim, orange halves and small cubes around it, soft brown background",,openai/clip-vit-large-patch14,0.7832842469215393,0.5684444308280945,0.04366574436426163,0.20896350007659623,0.4270767753214021,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.0,0.36607290745704346,0.33067103988277113,0.3089295682638123,0.24522642116446647,False,1,0.24522642116446647
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,4,"single creamy orange drink in a transparent glass, thick pale juice, orange slice garnish, tiny yellow fruit cubes on brown table, warm product photo",,openai/clip-vit-large-patch14,0.9249987006187439,0.5261114835739136,0.030042162165045738,0.17332674971003678,0.6111007783961366,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8856426063715859,0.5154556560946546,0.6802843002101406,0.7063092914694535,0.6703214013325368,False,1,0.6703214013325368
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,5,"single tall clear glass of pale creamy orange juice, orange slice on the rim, tiny pale citrus cubes scattered on warm brown tabletop, warm product photo, shallow depth of field",,openai/clip-vit-large-patch14,0.893803060054779,0.47456538677215576,0.022993121296167374,0.15163482877019835,0.6625166656132953,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6906858627529497,0.6973493847678094,0.8930922337207357,0.8173362808259964,0.7367104451121091,False,1,0.7367104451121091
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,6,"single tall clear glass of pale creamy orange juice, orange slice on the rim, tiny pale citrus cubes scattered on warm brown tabletop, commercial drink still life, square crop",,openai/clip-vit-large-patch14,0.9343626499176025,0.5146366357803345,0.028411459177732468,0.16855699088952814,0.6087896516897212,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.944162483819599,0.5559476231034902,0.7270778746820168,0.7013186659230918,0.712618723337062,False,1,0.712618723337062
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,7,"single tall clear glass of pale creamy orange juice, orange slice on the rim, tiny pale citrus cubes scattered on warm brown tabletop, soft studio lighting and gentle shadows",,openai/clip-vit-large-patch14,0.8855668902397156,0.4278053939342499,0.01980704814195633,0.14073751504824977,0.7016555329404238,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6392140282912565,0.8623541082627351,1.0,0.9018523874488938,0.8200087959504971,True,0,0.8500087959504972
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,8,"single tall clear glass of pale creamy orange juice, orange slice on the rim, small fruit cubes arranged around the base, realistic food photography",,openai/clip-vit-large-patch14,0.921562910079956,0.5549362897872925,0.03887356072664261,0.1971637916216936,0.4512762291433816,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8641706787852826,0.41373987535189594,0.4464317223635744,0.3611856441062696,0.5485174703091011,False,1,0.5485174703091011
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,9,"single tall clear glass of pale creamy orange juice, orange slice on the rim, small fruit cubes arranged around the base, warm product photo, shallow depth of field",,openai/clip-vit-large-patch14,0.9194292426109314,0.49382779002189636,0.026511752977967262,0.16282430094419956,0.5814445619373996,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8508363521227755,0.6293770150309465,0.7833182557946832,0.6422699330662264,0.7201952940765837,False,1,0.7201952940765837
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,10,"single tall clear glass of pale creamy orange juice, orange slice on the rim, small fruit cubes arranged around the base, commercial drink still life, square crop",,openai/clip-vit-large-patch14,0.9003649353981018,0.5828077793121338,0.032202426344156265,0.1794503450655815,0.5490556433248119,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7316942160304704,0.31538811900367747,0.6202089534078554,0.572329603010624,0.5116972216730367,False,1,0.5116972216730367
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,11,"single tall clear glass of pale creamy orange juice, orange slice on the rim, small fruit cubes arranged around the base, soft studio lighting and gentle shadows",,openai/clip-vit-large-patch14,0.9036163687705994,0.5886123180389404,0.04157557338476181,0.20390089108378562,0.40745865949054616,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7520140059413501,0.29490530347048316,0.380337612101995,0.2665663911324261,0.4420188692726643,False,1,0.4420188692726643
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,12,"single tall clear glass of pale creamy orange juice, orange slice on the rim, orange halves and tiny cubes on a smooth brown surface, realistic food photography",,openai/clip-vit-large-patch14,0.9178134202957153,0.3887985050678253,0.01993456669151783,0.14118982502828534,0.7471070633008089,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8407382919084027,1.0,0.9955626266376064,1.0,0.9515558815681617,True,0,0.9815558815681618
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,13,"single tall clear glass of pale creamy orange juice, orange slice on the rim, orange halves and tiny cubes on a smooth brown surface, warm product photo, shallow depth of field",,openai/clip-vit-large-patch14,0.8890585899353027,0.49028998613357544,0.030293283984065056,0.17404965953447038,0.5745278688799521,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6610353594144325,0.6418610706721708,0.6731922152685216,0.6273340903134164,0.6508603309484264,False,1,0.6508603309484264
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,14,"single tall clear glass of pale creamy orange juice, orange slice on the rim, orange halves and tiny cubes on a smooth brown surface, commercial drink still life, square crop",,openai/clip-vit-large-patch14,0.9229750037193298,0.48065000772476196,0.028083646669983864,0.16758176114954712,0.6172248518046373,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.872995539331179,0.67587822669179,0.736645336514421,0.7195335587133994,0.7484940201591623,False,1,0.7484940201591623
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,15,"single tall clear glass of pale creamy orange juice, orange slice on the rim, orange halves and tiny cubes on a smooth brown surface, soft studio lighting and gentle shadows",,openai/clip-vit-large-patch14,0.875224769115448,0.5185714960098267,0.03206784650683403,0.17907497454092805,0.5841958141862001,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5745810789417319,0.5420624515122703,0.6238915145730854,0.6482109616213614,0.5747072502111402,False,1,0.5747072502111402
1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_25.png,1159,16,"single tall clear glass of pale creamy orange juice, orange slice on the rim, minimal warm brown table with scattered citrus pieces, realistic food photography",,openai/clip-vit-large-patch14,0.931928277015686,0.6078258156776428,0.0461217500269413,0.2147597495503785,0.2840134721376196,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9289489025264707,0.22710550982563715,0.27380710994090474,0.0,0.42195321667061364,False,1,0.42195321667061364
