target_name,label,rank,score,round,round_name,clip_iisim,lpips_alex,pixel_rmse_01,pixel_ssim_01,image_path,prompt,id,render_seed,source_csv
1159_25.png,orange juice,1,0.8505703170349568,20,Fixed_Seed_Micro,0.9511521458625793,0.2611266076564789,0.11109500872224856,0.8233507386559753,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\1159_25\round43_fixed_seed_micro_1159_25_less_milky_seed_01159_offset_+000.png,"realistic orange juice still life, single clear glass, pale orange juice without milky creaminess, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",1159_25_round43_fixed_seed_micro_less_milky_005,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_20_Fixed_Seed_Micro\outputs_produzidos\20260603-210759_round43_fixed_seed_micro\1159_25_seed_sweep_metrics.csv
1159_25.png,orange juice,2,0.8458371878714372,19,Seed_Sweep,0.9463806748390198,0.2829333245754242,0.10884863354189259,0.8287500347640463,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_25\round42_seed_sweep_metric_best_seed_01159_offset_+000.png,"realistic orange juice still life, single clear glass, pale creamy orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",1159_25_round42_seed_sweep_metric_best_001,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_19_Seed_Sweep\outputs_produzidos\20260603-182138_round42_seed_sweep_metric64\1159_25_seed_sweep_metrics.csv
1159_25.png,orange juice,3,0.8439611875525732,22,User_Variants,0.9496758580207825,0.27850455045700073,0.1119795529410627,0.8166529955875736,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_25\round45_user_variants_1159_25_translucent_pale_seed_01159_offset_+000.png,"realistic orange juice still life, single clear glass, pale translucent orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",1159_25_round45_user_variants_translucent_pale_002,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_22_User_Variants\outputs_produzidos\20260603-215547_round45_user_variants\1159_25_seed_sweep_metrics.csv
1159_29.png,palm tree,1,0.7797970771006415,19,Seed_Sweep,0.924449622631073,0.4507840871810913,0.13687385888473164,0.7823966318373163,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_29\round42_seed_sweep_metric_best_seed_01159_offset_+000.png,"single slender palm tree rising from shallow turquoise ocean, gentle surf and reflective foreground water, low sun reflection behind the tree, shallow turquoise sea, muted colors",1159_29_round42_seed_sweep_metric_best_001,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_19_Seed_Sweep\outputs_produzidos\20260603-182138_round42_seed_sweep_metric64\1159_29_seed_sweep_metrics.csv
1159_29.png,palm tree,2,0.7544501380113944,13,VLM_Codex,0.9252618551254272,0.5040834546089172,0.14239905491035446,0.7390212064394224,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_13_VLM_Codex\outputs_produzidos\runs\codex_palmeira\1159_29\anchor_01\iteration_00_start.png,"single slender palm tree rising from shallow turquoise ocean, shallow surf and reflective water in foreground, low sun reflection behind the tree, soft atmospheric tropical photo",1159_29_anchor01_current,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_13_VLM_Codex\outputs_produzidos\runs\codex_palmeira\final_anchor_winners.csv
1159_29.png,palm tree,3,0.7350133618181001,23,Palm_Minimal_Ladder,0.9187095761299133,0.5557383894920349,0.15238329178598575,0.7294655524205077,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260604-011758_round46_palm_minimal_ladder\1159_29\round46_palm_minimal_ladder_1159_29_target_like_only_water_seed_01159_offset_+000.png,"single slender palm tree rising from shallow turquoise ocean, gentle surf, only water visible at the base, low sun reflection, muted colors",1159_29_round46_palm_minimal_ladder_target_like_only_water_045,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_23_Palm_Minimal_Ladder\outputs_produzidos\20260604-011758_round46_palm_minimal_ladder\1159_29_seed_sweep_metrics.csv
1159_3.png,warrior,1,0.7075562053238529,18,Final_Extensive,0.8047899007797241,0.4917292892932892,0.13914786167377952,0.6563120714827564,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_3\rank_14_candidate_671.png,"centered blond battle mage, light grey segmented armor, diagonal golden energy slash across front, teal ghost smoke cloud on the left, soft brushwork square crop",1159_3_round41_final_extensive_671,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_18_Final_Extensive\outputs_produzidos\20260603-021040_round41_final_extensive\top16_robust_fixed_seed.csv
1159_3.png,warrior,2,0.7050036902361168,19,Seed_Sweep,0.8774850368499756,0.5261003971099854,0.1400198765038879,0.6086499977083648,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_3\round42_seed_sweep_metric_best_seed_01159_offset_+000.png,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",1159_3_round42_seed_sweep_metric_best_001,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_19_Seed_Sweep\outputs_produzidos\20260603-182138_round42_seed_sweep_metric64\1159_3_seed_sweep_metrics.csv
1159_3.png,warrior,3,0.7030133256399885,18,Final_Extensive,0.8398918509483337,0.4795234799385071,0.14553579918965898,0.5972207307397865,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_3\rank_06_candidate_015.png,"single stern blond anime warrior mage, teal ghost smoke cloud on the left, orange smoke blob behind right shoulder, flat painterly anime concept art, centered square composition",1159_3_round41_final_extensive_015,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_18_Final_Extensive\outputs_produzidos\20260603-021040_round41_final_extensive\top16_robust_fixed_seed.csv
1159_7.png,hedgehog-cube,1,0.8046985317817468,19,Seed_Sweep,0.8270366191864014,0.3495158553123474,0.08376879246822437,0.8250421557211574,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-182138_round42_seed_sweep_metric64\1159_7\round42_seed_sweep_metric_best_seed_01159_offset_+000.png,"small hedgehog with compact cubical wooden block body, warm peach beige cube grid sides, small face mostly hidden below orange spiky fur, soft amber bristles forming a low square cap on top, subtle wood block texture, realistic studio object photo",1159_7_round42_seed_sweep_metric_best_001,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_19_Seed_Sweep\outputs_produzidos\20260603-182138_round42_seed_sweep_metric64\1159_7_seed_sweep_metrics.csv
1159_7.png,hedgehog-cube,2,0.7889818925108185,21,Conservative_Micro,0.7878071069717407,0.3634917736053467,0.0886851584361965,0.8202973951130764,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\1159_7\round44_conservative_micro_1159_7_no_ears_soft_seed_01159_offset_+000.png,"small hedgehog with compact cubical wooden block body, warm peach beige cube grid sides, no ears visible, only tiny eyes and nose below orange spiky fur, soft bristles forming a low square cap on top, subtle wood block texture, realistic studio object photo",1159_7_round44_conservative_micro_no_ears_soft_002,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_21_Conservative_Micro\outputs_produzidos\20260603-212442_round44_conservative_micro\1159_7_seed_sweep_metrics.csv
1159_7.png,hedgehog-cube,3,0.7881315565336434,10,Hybrid_Multiseed,0.7996183633804321,0.37351393699645996,0.09363562342180659,0.8200574231724082,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_10_Hybrid_Multiseed\outputs_produzidos\1159_7\rank_01_candidate_001.png,"small hedgehog with compact cubical wooden block body, warm peach beige 4 by 4 cube grid sides, tiny face mostly hidden below orange spiky fur, amber quill fur only on the top surface, realistic studio object photo",1159_7_ronda_10_hybrid_repair_cube_hybrid_ablation_001,1159,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_10_Hybrid_Multiseed\outputs_produzidos\top12_robust_fixed_seed.csv
7836.png,astronaut,1,0.8288035113879539,21,Conservative_Micro,0.9343979954719543,0.34525635838508606,0.08413666125642312,0.8102090697213704,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-212442_round44_conservative_micro\7836\round44_conservative_micro_7836_more_nebula_less_edge_seed_07836_offset_+000.png,"tiny astronaut standing bottom center, thin curved ground arc reflecting pale pink light, wide pale pink diagonal planetary stripe, slanted planetary ring, subtle blue nebula clouds spread through most of the image, moody realistic space illustration",7836_round44_conservative_micro_more_nebula_less_edge_003,7836,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_21_Conservative_Micro\outputs_produzidos\20260603-212442_round44_conservative_micro\7836_seed_sweep_metrics.csv
7836.png,astronaut,2,0.8224463175772232,20,Fixed_Seed_Micro,0.9169573783874512,0.35390594601631165,0.08655461444984217,0.8132884523875956,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-210759_round43_fixed_seed_micro\7836\round43_fixed_seed_micro_7836_reflected_pink_light_seed_07836_offset_+000.png,"tiny astronaut standing bottom center, thin curved ground arc reflecting pale pink light, wide pale pink diagonal planetary stripe, slanted planetary ring from lower left to upper right, subtle blue nebula clouds across most of the sky, moody realistic space illustration",7836_round43_fixed_seed_micro_reflected_pink_light_003,7836,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_20_Fixed_Seed_Micro\outputs_produzidos\20260603-210759_round43_fixed_seed_micro\7836_seed_sweep_metrics.csv
7836.png,astronaut,3,0.8178524732032622,18,Final_Extensive,0.8875495791435242,0.35526612401008606,0.08394312399970968,0.8230695616793203,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\7836\rank_13_candidate_572.png,"tiny astronaut standing bottom center, thin curved ground arc under the astronaut, wide pale pink diagonal planetary stripe, slanted planetary ring from lower left to upper right, subtle blue nebula clouds around the edges, moody realistic space illustration",7836_round41_final_extensive_572,7836,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\codigo Entrega\Rondas\Ronda_18_Final_Extensive\outputs_produzidos\20260603-021040_round41_final_extensive\top16_robust_fixed_seed.csv
