stage,target_name,target_path,prompt_index,prompt_id,prompt_source,prompt,negative_prompt,render_seed,seed_offset,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,render_path,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,seed_sweep_score,teal_belly_score,side_asymmetry_score
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,5,1159_25_round45_user_variants_control_less_milky_005,round45_user_variants_1159_25_control_less_milky,"realistic orange juice still life, single clear glass, pale orange juice without milky creaminess, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9511521458625793,0.2611266076564789,0.012342100962996483,0.11109500872224856,0.8233507386559753,0.8621961805555557,0.060183838379499484,0.9398161616205005,0.9954606803633853,0.9160160738898523,0.9160160738898523,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_25\round45_user_variants_1159_25_control_less_milky_seed_01159_offset_+000.png,0.9118865026787841,1.0,1.0,1.0,1.0,1.0,1.0,0.9779716256696961,True,0,1.007971625669696,1.0,0.5,0.9346235428884236,0.9346235428884236,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,2,1159_25_round45_user_variants_translucent_pale_002,round45_user_variants_1159_25_translucent_pale,"realistic orange juice still life, single clear glass, pale translucent orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9496758580207825,0.27850455045700073,0.012539420276880264,0.1119795529410627,0.8166529955875736,0.8309620044849537,0.06285845884655389,0.9371415411534461,0.98615534285259,0.8991635099924532,0.8991635099924532,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_25\round45_user_variants_1159_25_translucent_pale_seed_01159_offset_+000.png,0.7863460573467619,0.821793988255231,0.9562814398646924,0.9252110713730413,0.4480210133130916,0.790905149962435,0.5538562982512377,0.7832174251457855,False,1,0.7832174251457855,0.43009149643074773,0.5,0.644691725585165,0.644691725585165,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,3,1159_25_round45_user_variants_translucent_less_milky_003,round45_user_variants_1159_25_translucent_less_milky,"realistic orange juice still life, single clear glass, translucent orange juice without milky creaminess, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9521883130073547,0.32352349162101746,0.015032924711704254,0.12260882803332007,0.771959628816102,0.8210053620515047,0.07297526039000791,0.9270247396099921,0.978950368764078,0.88970114553949,0.88970114553949,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_25\round45_user_variants_1159_25_translucent_less_milky_seed_01159_offset_+000.png,1.0,0.3601371598318508,0.4309299736162586,0.42615206247502585,0.2720644781127964,0.0,0.2084143616075125,0.5043533075931803,True,0,0.5343533075931803,0.1100997136701775,0.5,0.4107528382316943,0.4107528382316943,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,4,1159_25_round45_user_variants_warm_translucent_centered_004,round45_user_variants_1159_25_warm_translucent_centered,"realistic orange juice still life, single clear glass centered, translucent orange juice, orange slice on the rim, few citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9506670236587524,0.3586426377296448,0.017246965318918228,0.13132770202405214,0.7337954636792543,0.8167730260778358,0.06926195132824445,0.9307380486717556,0.9746034151496864,0.8882268618000777,0.8882268618000777,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_25\round45_user_variants_1159_25_warm_translucent_centered_seed_01159_offset_+000.png,0.8706327201950418,0.0,0.0,0.0,0.19726946777592586,0.2902968144364965,0.0,0.2529423887593314,False,1,0.2529423887593314,0.06024339240771353,0.5,0.233574735354572,0.233574735354572,,
seed_sweep,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1,1159_25_round45_user_variants_user_translucent_001,round45_user_variants_1159_25_user_translucent,"realistic orange juice still life, single clear glass, translucent orange juice, orange slice on the rim, minimal citrus pieces on brown studio surface, warm realistic product photo",,1159,0,openai/clip-vit-large-patch14,0.9404288530349731,0.32340624928474426,0.014545719139277935,0.12060563477415943,0.77043645306794,0.8056103741681134,0.06364896543514932,0.9363510345648507,0.9809894758003287,0.8864454256334147,0.8864454256334147,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_25\round45_user_variants_1159_25_user_translucent_seed_01159_offset_+000.png,0.0,0.36133944766273596,0.5299377146658434,0.40914384326562686,0.0,0.7291054072953613,0.306179193926535,0.26475582648934676,False,1,0.26475582648934676,0.0,0.5,0.2235583793638211,0.2235583793638211,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,5,1159_29_round45_user_variants_control_005,round45_user_variants_1159_29_control,"single slender palm tree rising from shallow turquoise ocean, gentle surf and reflective foreground water, low sun reflection behind the tree, shallow turquoise sea, muted colors",,1159,0,openai/clip-vit-large-patch14,0.924449622631073,0.4507840871810913,0.01873445324599743,0.13687385888473164,0.7823966318373163,0.8583899603949652,0.10511333131042942,0.8948866686895706,0.9778489302033708,0.8950556022597582,0.8950556022597582,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_29\round45_user_variants_1159_29_control_seed_01159_offset_+000.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,0,1.03,1.0,0.5,0.9473999999999999,0.9473999999999999,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,4,1159_29_round45_user_variants_calm_tropical_original_004,round45_user_variants_1159_29_calm_tropical_original,"single slender palm tree rising from shallow turquoise ocean, gentle surf and reflective foreground water, warm sunset glow behind the tree, lightly shadowed sunset clouds, shallow turquoise sea, calm tropical atmosphere, muted colors",,1159,0,openai/clip-vit-large-patch14,0.9077973961830139,0.6482511162757874,0.031456392258405685,0.17735950005118328,0.7427011308030981,0.8385563603153935,0.11423030750440817,0.8857696924955918,0.9622861056612232,0.8798269756476288,0.8798269756476288,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_29\round45_user_variants_1159_29_calm_tropical_original_seed_01159_offset_+000.png,0.371690093331834,0.10445014034920785,0.20736793269653453,0.5478082875980758,0.4014564928198672,0.0,0.24801967491490473,0.2683230014654697,False,1,0.2683230014654697,0.25531220925446363,0.5,0.2971147594412223,0.2971147594412223,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,1,1159_29_round45_user_variants_user_sunset_ripples_001,round45_user_variants_1159_29_user_sunset_ripples,"single slender palm tree rising from shallow turquoise ocean, gentle surf, softly rippled foreground water, warm sunset glow behind the tree, lightly shadowed sunset clouds, shallow turquoise sea, subtle water reflections, calm tropical atmosphere, muted colors",,1159,0,openai/clip-vit-large-patch14,0.8979464173316956,0.6352279782295227,0.0316351093351841,0.17786261365217845,0.7275703304035125,0.837251451280382,0.1079872382505693,0.8920127617494307,0.9641961582978411,0.8818068513480408,0.8818068513480408,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_29\round45_user_variants_1159_29_user_sunset_ripples_seed_01159_offset_+000.png,0.0,0.16351250383851834,0.19751792261504064,0.3754456176621963,0.36207661084013193,0.6847741094204087,0.3403115335504438,0.17927925461468533,False,1,0.17927925461468533,0.35212916450873905,0.5,0.27257813373896445,0.27257813373896445,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,3,1159_29_round45_user_variants_small_surf_shadow_clouds_003,round45_user_variants_1159_29_small_surf_shadow_clouds,"single slender palm tree rising from shallow turquoise ocean, small gentle surf around the trunk, softly rippled foreground water, warm sunset glow behind the tree, lightly shadowed clouds, subtle water reflections, muted colors",,1159,0,openai/clip-vit-large-patch14,0.9041860699653625,0.6328478455543518,0.029663851484656334,0.17223196998425216,0.7278059587149345,0.8372717963324653,0.11356419136082145,0.8864358086391786,0.9571531433283798,0.8784554700389978,0.8784554700389978,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_29\round45_user_variants_1159_29_small_surf_shadow_clouds_seed_01159_offset_+000.png,0.23543011357247273,0.17430685007936542,0.307755246322189,0.37812978001954844,0.36269058907801216,0.07306327552184833,0.0,0.22965951746534663,False,1,0.22965951746534663,0.1882448690602386,0.5,0.25591108346676783,0.25591108346676783,,
seed_sweep,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,2,1159_29_round45_user_variants_sunset_ripples_no_beach_002,round45_user_variants_1159_29_sunset_ripples_no_beach,"single slender palm tree rising from shallow turquoise ocean, gentle surf, softly rippled foreground water, warm sunset glow behind the tree, lightly shadowed sunset clouds, no beach, subtle water reflections, muted colors",,1159,0,openai/clip-vit-large-patch14,0.8987353444099426,0.671282172203064,0.03532570227980614,0.18795132955051458,0.6946119601029183,0.8252535219545717,0.11308532658677135,0.8869146734132286,0.9641085111707743,0.8746059228083422,0.8746059228083422,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-215547_round45_user_variants\1159_29\round45_user_variants_1159_29_sunset_ripples_no_beach_seed_01159_offset_+000.png,0.02976723265489711,0.0,0.0,0.0,0.0,0.12558779284660299,0.33607651085736207,0.02984330917928965,False,1,0.02984330917928965,0.0,0.5,0.08730911932398801,0.08730911932398801,,
