target_name,id,prompt,seed_index,combo,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,rank
1159_29.png,00002,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，单棵细长棕榈树，浅青绿色海水，树后低位日光反射，自然海景照片,2,"[0, 0, 0, 0]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,1
1159_29.png,00008,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，单棵细长棕榈树，浅青绿色海水，树后低位日光反射，柔和热带氛围照,2,"[0, 0, 0, 1]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,2
1159_29.png,00009,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，单棵细长棕榈树，浅青绿色海水，日落反射光，自然海景照片,2,"[0, 0, 1, 0]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,3
1159_29.png,00010,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，单棵细长棕榈树，平静青绿色海面，树后低位日光反射，自然海景照片,2,"[0, 1, 0, 0]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,4
1159_29.png,00011,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，孤立棕榈树，浅青绿色海水，树后低位日光反射，自然海景照片,2,"[1, 0, 0, 0]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,5
1159_29.png,00026,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，单棵细长棕榈树，浅青绿色海水，树后低位日光反射，低饱和摄影,2,"[0, 0, 0, 2]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,6
1159_29.png,00027,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，单棵细长棕榈树，浅青绿色海水，日落反射光，柔和热带氛围照,2,"[0, 0, 1, 1]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,7
1159_29.png,00028,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，单棵细长棕榈树，浅青绿色海水，柔和金色反光，自然海景照片,2,"[0, 0, 2, 0]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,8
1159_29.png,00029,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，单棵细长棕榈树，平静青绿色海面，树后低位日光反射，柔和热带氛围照,2,"[0, 1, 0, 1]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,9
1159_29.png,00030,单棵细长棕榈树位于平静青绿色海面，前景被海水覆盖，低位夕阳反光，自然海景摄影，单棵细长棕榈树，平静青绿色海面，日落反射光，自然海景照片,2,"[0, 1, 1, 0]",0.6160048246383667,0.7252902388572693,0.047207508236169815,0.21727288886598303,0.38125697846218815,0.6938612196180555,0.11293799914369547,0.8870620008563045,0.9311542745732195,0.8089401040424755,0.8089401040424755,0.5,0.0,0.0,0.0,1.0,0.9685768410579898,1.0,0.0,1.0,0.0,0.526857684105799,True,0,0.5568576841057991,10
