target_name,id,prompt,seed_index,combo,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,rank
7836.png,00648,"small space explorer at bottom edge, broad pale pink cosmic dust stripe in empty sky, empty dark blue starfield, tiny rim-lit grey ground below the explorer, realistic sci fi landscape",1,"[0, 3, 1, 1, 1, 0]",0.8996080756187439,0.4131477475166321,0.005907539743930101,0.0768605213612951,0.7918453639572072,0.7570049144603588,0.04132776891874068,0.9586722310812593,0.9888575959550594,0.873959011576614,0.873959011576614,0.5,0.0,0.0,0.9012197965965778,0.8698374164307099,1.0,0.9252504968897318,0.7317573989315204,0.8353857430736846,0.9225636026248898,0.9008434267197387,True,0,0.9308434267197387,1
7836.png,00906,"small space traveler at bottom edge, sloping pink white cosmic dust stripe in empty sky, empty dark blue starfield, small rim-lit grey ground below the figure, realistic sci fi landscape",1,"[4, 0, 1, 0, 1, 0]",0.8954305052757263,0.4166620671749115,0.006460892967879772,0.0803796800682845,0.8144978448408178,0.7288377549913195,0.040394108719345526,0.9596058912806544,0.9892662887112662,0.8616923094365762,0.8616923094365762,0.5,0.0,0.0,0.8832974654865736,0.8573778605120589,0.9643338500773482,0.9696445746313294,0.6613713425475458,0.8632019206590085,0.9274632713515968,0.8957742303409356,True,0,0.9257742303409356,2
7836.png,00502,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, empty dark blue starfield, small grey ground below the figure, dark sci fi concept art",1,"[0, 0, 1, 2, 3, 0]",0.8632678985595703,0.4123121500015259,0.0069112712517380714,0.08313405590814195,0.829986976001062,0.8228409378616898,0.03983446362443966,0.9601655363755603,0.9721461585564628,0.9007655914804991,0.9007655914804991,0.5,0.0,0.0,0.7453156148897934,0.8727999169933504,0.9364186607303671,1.0,0.8962730314118306,0.8798752107432852,0.7222162611153855,0.8950881876926376,True,0,0.9250881876926377,3
7836.png,00222,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, moody blue black cosmic background, small grey ground below the figure, dark high contrast digital painting, centered crop",1,"[0, 0, 0, 2, 0, 3]",0.9168519973754883,0.39081907272338867,0.007917605340480804,0.08898092683536626,0.8083614219390215,0.7108544243706597,0.04122665165562086,0.9587733483443791,0.9828724649747721,0.852029655882284,0.852029655882284,0.5,0.0,0.0,0.9751985090977157,0.9490007820967674,0.8771614937675345,0.9576184819151552,0.6164333457137248,0.8383982906254643,0.8508100453523458,0.895032590278068,True,0,0.9250325902780681,4
7836.png,00306,"small space explorer at bottom edge, diagonal pink white cosmic dust stripe in empty sky, moody blue black cosmic background, tiny rim-lit grey ground below the explorer, dark high contrast digital painting, tight square crop",1,"[0, 2, 0, 1, 0, 2]",0.8932011127471924,0.4019714295864105,0.00746401771903038,0.08639454681303896,0.8199141550895186,0.7448007089120369,0.04186937064570188,0.9581306293542982,0.9882749568349989,0.8681610306514207,0.8681610306514207,0.5,0.0,0.0,0.8737330757121831,0.909461574662347,0.9033740704978954,0.9802593986538676,0.701260681618225,0.8192500120792287,0.9155785542427941,0.893142613107382,True,0,0.923142613107382,5
7836.png,00500,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, empty dark blue starfield, small grey ground below the figure, realistic sci fi landscape, tight square crop",1,"[0, 0, 1, 2, 1, 2]",0.8932114839553833,0.4053715467453003,0.0062135932967066765,0.0788263490002339,0.8079187047420218,0.7555355495876737,0.04411200063656016,0.9558879993634398,0.97555992236991,0.8696637815656391,0.8696637815656391,0.5,0.0,0.0,0.873777569571519,0.8974069086130176,0.980076629350864,0.9567508497223667,0.7280856478310543,0.7524362032392422,0.7631426331713835,0.8916892296766142,True,0,0.9216892296766143,6
7836.png,00622,"small space explorer at bottom edge, diagonal pink white cosmic dust stripe in empty sky, empty dark blue starfield, small grey ground below the figure, realistic sci fi landscape",1,"[0, 2, 1, 2, 1, 0]",0.8979737758636475,0.434931218624115,0.006392000243067741,0.07994998588535049,0.8207220992640402,0.7574513753255209,0.04363117926374583,0.9563688207362542,0.9877491713998043,0.8731320404341343,0.8731320404341343,0.5,0.0,0.0,0.894208433785466,0.7926069983819197,0.9686887366924297,0.9818427985772079,0.7328730463812776,0.7667611286261102,0.9092751039989215,0.8899065432035151,True,0,0.9199065432035152,7
7836.png,00513,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, deep blue black cosmic background, small rim-lit grey ground below the figure, cinematic sci fi painting",1,"[0, 0, 2, 0, 4, 0]",0.8887249231338501,0.39170655608177185,0.006765696220099926,0.08225385231160864,0.8218268101106299,0.6865776909722222,0.04293878279755516,0.9570612172024449,0.988427988737961,0.8416169847059478,0.8416169847059478,0.5,0.0,0.0,0.8545296283075048,0.9458543271336861,0.9453393932264786,0.9840077984929998,0.5557689564742151,0.7873894290243584,0.9174131980375388,0.888235917014938,True,0,0.918235917014938,8
7836.png,00242,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, empty dark blue starfield, small grey ground below the figure, realistic sci fi landscape, square crop",1,"[0, 0, 1, 2, 1, 1]",0.8955340385437012,0.4032648503780365,0.00658627413213253,0.08115586320243615,0.8014887472671455,0.7648275869864004,0.04504012011488072,0.9549598798851193,0.9742938973078524,0.8732671515652424,0.8732671515652424,0.5,0.0,0.0,0.8837416369444276,0.9048759221757716,0.9564673494915393,0.9441494912450551,0.7513052369056175,0.724785098216144,0.74796471942179,0.8859830674059789,True,0,0.9159830674059789,9
7836.png,00554,"small space explorer at bottom edge, sloping pink white cosmic dust stripe across empty sky, moody blue black cosmic background, small grey ground below the figure, dark high contrast digital painting, centered crop",1,"[0, 1, 0, 2, 0, 3]",0.9072389602661133,0.3843801021575928,0.008381905034184456,0.09155274454752547,0.8018380892888926,0.6818361635561342,0.039010309580554924,0.960989690419445,0.9850145992827709,0.8401755851036203,0.8401755851036203,0.5,0.0,0.0,0.9339573043062895,0.9718293013050513,0.8510965038841787,0.9448341278176023,0.5439204981154029,0.9044289137470243,0.8764913140264519,0.8826080463795872,True,0,0.9126080463795873,10
7836.png,00520,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, deep blue black cosmic background, small grey ground below the figure, moody high contrast digital painting",1,"[0, 0, 2, 2, 2, 0]",0.8956741094589233,0.38980793952941895,0.008358101360499859,0.09142265233791819,0.8131311758275684,0.7072200068721065,0.039622869551164015,0.960377130448836,0.984722385041431,0.8513254757578267,0.8513254757578267,0.5,0.0,0.0,0.8843425597572988,0.9525856212111574,0.852414969073716,0.9669661920412299,0.607351410587918,0.8861791512154725,0.8729880638267656,0.8823517084095163,True,0,0.9123517084095163,11
7836.png,00953,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, empty dark blue starfield, tiny rim-lit grey ground below the explorer, moody high contrast digital painting, centered crop",1,"[0, 0, 1, 1, 2, 3]",0.9104548692703247,0.4223323464393616,0.007504717446863651,0.08662977228911346,0.7831530002587223,0.8247460259331598,0.044901996339911696,0.9550980036600883,0.9752726997066897,0.9004745528922908,0.9004745528922908,0.5,0.0,0.0,0.9477539806661396,0.837274634727421,0.9009900952942088,0.9082153000928999,0.9010335979347815,0.7289001664773623,0.7596992251852887,0.8807419176650443,True,0,0.9107419176650443,12
7836.png,00958,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, empty dark blue starfield, small grey ground below the figure, realistic sci fi landscape, centered crop",1,"[0, 0, 1, 2, 1, 3]",0.8801743984222412,0.4155092239379883,0.006385383196175098,0.07990859275556728,0.8128844071865103,0.7404903835720485,0.04265341958499639,0.9573465804150036,0.9782273365670303,0.8639374430660791,0.8639374430660791,0.5,0.0,0.0,0.8178467426915,0.8614651138562569,0.9691082499044038,0.9664825776286802,0.690489740986204,0.795891144961266,0.7951212912814664,0.8783221345587592,True,0,0.9083221345587592,13
7836.png,00316,"small space explorer at bottom edge, diagonal pink white cosmic dust stripe in empty sky, empty dark blue starfield, tiny rim-lit grey ground below the explorer, realistic sci fi landscape",1,"[0, 2, 1, 1, 1, 0]",0.8778033256530762,0.42763981223106384,0.006035739555954933,0.0776900222419516,0.7987069415304169,0.7646597403067128,0.04231482581567202,0.957685174184328,0.9857224555595167,0.8764311852144389,0.8764311852144389,0.5,0.0,0.0,0.8076745258846862,0.8184577161633262,0.9915931319858615,0.9386977395904404,0.750885809952987,0.8059787383093721,0.8849775453322483,0.8775271792917073,True,0,0.9075271792917073,14
7836.png,00647,"small space explorer at bottom edge, broad pale pink cosmic dust stripe in empty sky, empty dark blue starfield, tiny rim-lit grey ground below the explorer, dark high contrast digital painting, square crop",1,"[0, 3, 1, 1, 0, 1]",0.903161883354187,0.4652186930179596,0.006365620065480471,0.07978483606225227,0.803579253430631,0.8260842782479746,0.044211161007731606,0.9557888389922684,0.9745774514427533,0.9011795091474332,0.9011795091474332,0.5,0.0,0.0,0.916466103350541,0.6852267605154612,0.970362505578903,0.9482464417564761,0.904377715860129,0.7494819566132024,0.7513641467568791,0.8773383281763691,True,0,0.9073383281763692,15
7836.png,00574,"small space explorer at bottom edge, sloping pink white cosmic dust stripe across empty sky, empty dark blue starfield, small grey ground below the figure, realistic sci fi landscape, square crop",1,"[0, 1, 1, 2, 1, 1]",0.9009507894515991,0.40856054425239563,0.0072036199271678925,0.08487414168737079,0.7874517605940621,0.7678448712384259,0.042387715838299575,0.9576122841617004,0.9691893090423429,0.8745323533223555,0.8745323533223555,0.5,0.0,0.0,0.9069802171095767,0.8861007393889164,0.9187831502440146,0.9166399623407179,0.7588450365692287,0.8038071540275102,0.6867676683182549,0.8766357560090026,True,0,0.9066357560090026,16
7836.png,00290,"small space explorer at bottom edge, sloping pink white cosmic dust stripe across empty sky, empty dark blue starfield, small grey ground below the figure, realistic sci fi landscape",1,"[0, 1, 1, 2, 1, 0]",0.8957501649856567,0.4159884452819824,0.006979295052587986,0.08354217529241136,0.7923668213042135,0.7521526195384838,0.041372286839786915,0.9586277131602131,0.9762343551237586,0.869235249423144,0.869235249423144,0.5,0.0,0.0,0.8846688480590961,0.859766097911922,0.9322824314899003,0.9262724431445757,0.7196321470282118,0.8340594378521994,0.7712281620243264,0.8759340090829029,True,0,0.9059340090829029,17
7836.png,00507,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, empty dark blue starfield, faint grey ground below the figure, realistic sci fi landscape",1,"[0, 0, 1, 4, 1, 0]",0.8981194496154785,0.43246757984161377,0.007226080168038607,0.08500635369217178,0.7953510558260284,0.7761546947337964,0.04403901441885134,0.9559609855811486,0.9793415294586456,0.8797242634753395,0.8797242634753395,0.5,0.0,0.0,0.8948333935108519,0.8013415041066948,0.9174432012455676,0.9321209124597605,0.7796102012543269,0.7546106534239927,0.8084789443929011,0.8678970912825268,True,0,0.8978970912825268,18
7836.png,00245,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, empty dark blue starfield, thin grey ground below the figure, realistic sci fi landscape",1,"[0, 0, 1, 3, 1, 0]",0.8960037231445312,0.4222900867462158,0.00725236302241683,0.08516080684456219,0.7995295750325759,0.7494433367693866,0.044377708398578554,0.9556222916014214,0.9810347842493711,0.8679242604565957,0.8679242604565957,0.5,0.0,0.0,0.8857566462063103,0.8374244608847012,0.9158778415252908,0.9403099274931842,0.7128620028837368,0.744520074546072,0.8287787598862452,0.8673640832353572,True,0,0.8973640832353572,19
7836.png,00532,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, dark cosmic background, small grey ground below the figure, realistic sci fi landscape",1,"[0, 0, 3, 2, 1, 0]",0.8922325968742371,0.37832051515579224,0.007057505659759045,0.0840089617824137,0.7839871884908132,0.6907591643156827,0.0429170497979227,0.9570829502020773,0.9681741335063762,0.8394554832140595,0.8394554832140595,0.5,0.0,0.0,0.8695780141009735,0.9933127662240702,0.9275516198611929,0.9098501328256521,0.5662179127789645,0.7880369118855006,0.6745970982502663,0.8667825115176623,True,0,0.8967825115176623,20
7836.png,00990,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, deep blue black cosmic background, faint grey ground below the figure, realistic sci fi landscape",1,"[0, 0, 2, 4, 1, 0]",0.9011417031288147,0.3786020874977112,0.008015752770006657,0.08953073645406172,0.7850272507719409,0.6944495307074652,0.042967109486300885,0.9570328905136991,0.974395822877734,0.8423429650737008,0.8423429650737008,0.5,0.0,0.0,0.9077992621179282,0.9923144886965779,0.8715892550815207,0.9118884352085886,0.5754396568889815,0.7865455029310469,0.7491866679873468,0.8658621169437339,True,0,0.895862116943734,21
7836.png,00927,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, moody blue black cosmic background, tiny rim-lit grey ground below the explorer, moody space painting, square crop",1,"[0, 0, 0, 1, 5, 1]",0.9151890277862549,0.39100322127342224,0.00746760331094265,0.08641529558441984,0.7444734623723382,0.6591389973958333,0.03593732980242108,0.964062670197579,0.9810108051507282,0.8302366444274232,0.8302366444274232,0.5,0.0,0.0,0.9680641488938417,0.948347907748506,0.9031637847869067,0.8324115759551355,0.4872032413088943,0.9959810129797654,0.8284912831988546,0.8652241522657171,True,0,0.8952241522657172,22
7836.png,00933,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, moody blue black cosmic background, small grey ground below the figure, moody space painting",1,"[0, 0, 0, 2, 5, 0]",0.9084703922271729,0.41905438899993896,0.006944060325622559,0.08333102858853092,0.793751149426536,0.6510201913339121,0.04056825210502378,0.9594317478949762,0.9846101720729932,0.8256822322781008,0.8256822322781008,0.5,0.0,0.0,0.93924031082285,0.8488961996352187,0.9344223719197867,0.9289854338583976,0.4669154042668573,0.8580137340527106,0.8716427833836072,0.8647208793466787,True,0,0.8947208793466788,23
7836.png,00467,"small space explorer at bottom edge, sloping pink white cosmic dust stripe in empty sky, moody blue black cosmic background, small rim-lit grey ground below the figure, moody space painting, square crop",1,"[0, 0, 0, 0, 5, 1]",0.9115960597991943,0.39954254031181335,0.006913072429597378,0.08314488817478426,0.7794462028635915,0.6126352945963541,0.040336709178426855,0.9596632908215732,0.9872920789344574,0.8090264501428015,0.8090264501428015,0.5,0.0,0.0,0.9526498394641099,0.9180728805991186,0.9363088773195481,0.9009507601699969,0.3709965556150252,0.8649120030043274,0.9037951887724801,0.8632690316709732,True,0,0.8932690316709733,24
