target_name,id,prompt,seed_index,combo,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,rank
1159_3.png,00051,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",1,"[0, 1, 0, 0, 2, 0]",0.8784606456756592,0.5260629057884216,0.019604966044425964,0.14001773474965934,0.6086340507855262,0.8458754928023726,0.08419667623490985,0.9158033237650901,0.9762860361008979,0.8964323422990288,0.8964323422990288,0.5,0.0,0.0,0.9213651960152479,0.8580988470191818,0.9707609700263286,0.9534550837724233,0.8685451428971208,0.5326687368162941,0.7396314126466896,0.8830197183261341,True,0,0.9130197183261342,1
1159_3.png,00028,"single stern blond anime warrior mage in reflective silver armor, diagonal yellow energy blade across the waist, blue green mist and orange fire clouds behind, soft brushwork, square crop, low contrast",1,"[2, 0, 0, 0, 0, 0]",0.8748735189437866,0.5184422731399536,0.020959485322237015,0.14477391105526236,0.5780836475663521,0.8201180917245371,0.08167017078099448,0.9183298292190055,0.9797410560306301,0.8864167927088197,0.8864167927088197,0.5,0.0,0.0,0.8815850963766148,0.9119362001279265,0.9073462116373117,0.8537103327745494,0.7888288382831358,0.679765610777054,0.7913990767094757,0.868829419294523,True,0,0.898829419294523,2
1159_3.png,00407,"single stern blond anime warrior mage in reflective silver armor, diagonal yellow energy blade across the waist, blue green mist and orange fire clouds behind, soft brushwork, square crop, soft shadowed lighting",1,"[2, 0, 0, 0, 0, 3]",0.8708928823471069,0.5059769153594971,0.020796850323677063,0.1442111310671859,0.5828208827558385,0.7865470603660301,0.08216371513003821,0.9178362848699618,0.9726113603132313,0.8697111489318464,0.8697111489318464,0.5,0.0,0.0,0.8374410969371399,1.0,0.9148498352788491,0.8691770466180228,0.6849302130338963,0.6510307308294107,0.6845725749020611,0.8650335484722234,True,0,0.8950335484722234,3
1159_3.png,00540,"single blond anime warrior mage in reflective silver armor, diagonal yellow energy blade across the waist, spectral blue green mist and orange fire clouds behind, soft brushwork, square crop, subdued color palette",1,"[0, 0, 5, 0, 0, 1]",0.8776780366897583,0.518893837928772,0.021503934636712074,0.14664219937218642,0.6071303673949309,0.7858604148582176,0.08534669174769544,0.9146533082523045,0.9747282305444238,0.8687114906833893,0.8687114906833893,0.5,0.0,0.0,0.9126863101647402,0.9087460380890862,0.8824360643664482,0.9485456714711008,0.682805121208941,0.46571313746265636,0.7162903158186478,0.8586291864136372,True,0,0.8886291864136372,4
1159_3.png,00831,"single stern blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, subdued color palette",1,"[2, 1, 0, 0, 2, 1]",0.8631705641746521,0.5143202543258667,0.02114153653383255,0.14540129481484182,0.5904511307285242,0.8496025933159722,0.0805262031816735,0.9194737968183265,0.9765427504732288,0.8994455459732474,0.8994455459732474,0.5,0.0,0.0,0.7518030335779682,0.9410569559302021,0.8989812169494453,0.8940892279279535,0.8800801063420435,0.7463690916884982,0.7434778458532108,0.8437342927294769,True,0,0.8737342927294769,5
1159_3.png,00079,"single stern blond anime warrior mage in reflective silver armor, diagonal yellow energy blade across the waist, blue green mist and orange fire clouds behind, soft brushwork, square crop, subdued color palette",1,"[2, 0, 0, 0, 0, 1]",0.8643514513969421,0.5126509070396423,0.02173457480967045,0.14742650646905545,0.5883311199635022,0.7928998028790509,0.07825533902045756,0.9217446609795424,0.9823507336332132,0.8758856893650554,0.8758856893650554,0.5,0.0,0.0,0.7648986989603184,0.9528503651463849,0.8719787890564165,0.8871675534625503,0.7045912477699653,0.8785821525337516,0.8305007074352853,0.8427654096558161,True,0,0.8727654096558162,6
1159_3.png,00122,"single blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, subdued color palette",1,"[0, 1, 0, 0, 2, 1]",0.8746663331985474,0.5276048183441162,0.020553288981318474,0.1433641830490394,0.603446249133808,0.8340877956814237,0.08319547421019384,0.9168045257898062,0.9792518121866333,0.8920714545203995,0.8920714545203995,0.5,0.0,0.0,0.8792874720646296,0.8472057237638017,0.9261423106808953,0.9365173045796357,0.8320635253786687,0.5909601954041575,0.7840685803662092,0.8594080766837678,False,1,0.8594080766837678,7
1159_3.png,00976,"single blond anime warrior mage in reflective silver armor, diagonal yellow energy blade across the waist, blue green spectral haze and orange fire clouds behind, soft brushwork, balanced square framing, low contrast",1,"[0, 0, 2, 0, 5, 0]",0.8664814829826355,0.5388898253440857,0.01954326219856739,0.13979721813601081,0.6228900987913553,0.8191556577329283,0.084143997025639,0.915856002974361,0.9730082233012959,0.8837712916811032,0.8837712916811032,0.5,0.0,0.0,0.7885200747983795,0.7674807278588817,0.9737011486229065,1.0,0.7858502116346593,0.535735798078506,0.6905188994567434,0.8114869229750197,True,0,0.8414869229750197,8
1159_3.png,00429,"single stern blond anime warrior mage in reflective silver armor, curved amber energy blade crossing the lower body, blue green mist and orange fire clouds behind, soft brushwork, centered square composition, low contrast",1,"[2, 1, 0, 0, 2, 0]",0.870669960975647,0.5247465968132019,0.021197179332375526,0.1455925112510102,0.5714051284179053,0.8456070511429398,0.08368041790965848,0.9163195820903415,0.9737102029484264,0.8959770673356277,0.8959770673356277,0.5,0.0,0.0,0.834968969512852,0.8673981525188847,0.8964317016832974,0.831905473941188,0.8677143456816033,0.5627260579604093,0.7010368840966701,0.8349323156037665,False,1,0.8349323156037665,9
1159_3.png,00191,"single stern blond anime warrior mage in reflective silver armor, diagonal yellow energy blade across the waist, blue green mist and orange fire clouds behind, soft brushwork, tight square crop, subdued color palette",1,"[2, 0, 0, 0, 1, 1]",0.8674211502075195,0.5219117403030396,0.02214064449071884,0.14879732689372763,0.5845391932351218,0.7957356770833334,0.07950313209247119,0.9204968679075288,0.9837978739313757,0.8770145332414102,0.8770145332414102,0.5,0.0,0.0,0.7989406867887263,0.8874255148115568,0.8537014501943335,0.8747872000966379,0.7133679644593697,0.8059337994662182,0.8521836714501423,0.8310623955181076,False,1,0.8310623955181076,10
